TimeStep,ID,Latitude,Longitude,SignalStrength,CurrentBasestation,finished,Trajectory,Level
141,1876300054,43.0371453,-76.1304144,100000,8,1,-1,1
141,1702569564,43.0333305,-76.1246945,100000,43,1,-1,1
141,1372604131,43.0678899,-76.1718595,100000,15,1,-1,1
141,1207290481,43.0751053,-76.1657537,100000,15,1,-1,1
141,61708930,43.0490947,-76.2555087,999,-1,1,-1,1
141,139047218,43.0662833,-76.1616911,999,-1,1,-1,1
141,1415426541,43.0747314,-76.183044,999,-1,1,-1,1
141,1334943489,43.0711408,-76.1676198,100000,15,1,-1,1
141,1563373186,43.0358627,-76.1267258,100000,43,1,-1,1
141,128425056,43.0313476,-76.1487949,999,-1,1,-1,1
141,182522040,43.0363173,-76.1306499,100000,8,1,-1,1
141,366256851,43.062127,-76.1519298,999,-1,1,-1,1
141,764185854,43.0333161,-76.1431788,100000,8,1,-1,1
141,2147207357,43.0347431,-76.1430988,100000,8,1,-1,1
141,1104874478,43.0293961,-76.1530786,999,-1,1,-1,1
141,2133137476,43.0312626,-76.1244878,100000,43,1,-1,1
141,249554238,43.0288217,-76.1276273,100000,43,1,-1,1
141,101429026,43.0779953,-76.1862814,999,-1,1,-1,1
141,2076100078,43.0668393,-76.1647959,100000,15,1,-1,1
141,1935146140,43.0357441,-76.1362707,100000,8,1,-1,1
141,292081165,43.0432205,-76.2258804,100000,10,1,-1,1
141,98542050,43.0310793,-76.1489717,999,-1,1,-1,1
141,1985315197,43.0295977,-76.1523203,999,-1,1,-1,1
141,1321483994,43.039962,-76.0395092,999,-1,1,-1,1
141,434277912,43.0435356,-76.1094902,100000,40,1,-1,1
141,1816166973,43.0327478,-76.1319835,100000,8,1,-1,1
141,1463934487,43.0362012,-76.1335127,100000,8,1,-1,1
141,1061152292,43.0323175,-76.1247732,100000,43,1,-1,1
141,1122254690,43.0597295,-76.1625708,999,-1,1,-1,1
141,216986559,43.0647847,-76.1738233,100000,15,1,-1,1
141,648312940,43.036927,-76.1285411,100000,43,1,-1,1
141,999281571,43.043971,-76.2313045,100000,24,1,-1,1
141,94273704,43.0256565,-76.0686346,999,-1,1,-1,1
141,1249435201,43.0402371,-76.2388806,100000,24,1,-1,1
141,666802957,43.0721014,-76.1715705,100000,15,1,-1,1
141,870051635,43.0317,-76.1228269,100000,43,1,-1,1
141,2039629231,43.0652331,-76.1738099,100000,15,1,-1,1
141,111369526,43.0482092,-76.2505807,999,-1,1,-1,1
141,1158778164,43.018797,-76.1330275,100000,16,1,-1,1
141,1891550152,43.0195042,-76.1274207,100000,16,1,-1,1
141,2023547971,43.066268,-76.1614345,999,-1,1,-1,1
141,377081402,43.0339606,-76.1257094,100000,43,1,-1,1
141,1050898543,43.0305703,-76.1537376,999,-1,1,-1,1
141,967468509,43.0280924,-76.1590067,999,-1,1,-1,1
141,1133399894,43.0767658,-76.1715222,100000,15,1,-1,1
141,798488674,43.048841,-76.1194987,100000,43,1,-1,1
141,1238008230,43.0155625,-76.134032,100000,16,1,-1,1
141,654004155,43.0266378,-76.1287461,100000,16,1,-1,1
141,1613028091,43.0802287,-76.1784035,100000,15,1,-1,1
141,1937631765,43.0347037,-76.053723,100000,7,1,-1,1
141,407899248,43.0379105,-76.1312496,100000,8,1,-1,1
141,1234111478,43.0345982,-76.1341687,100000,8,1,-1,1
141,102758539,43.0445088,-76.2273416,100000,24,1,-1,1
141,980082749,43.0591058,-76.1637998,999,-1,1,-1,1
141,1426400705,43.0272822,-76.1340509,100000,8,1,-1,1
141,1924492687,43.0328372,-76.1311541,100000,8,1,-1,1
141,1272770161,43.0596576,-76.1658278,100000,15,1,-1,1
141,1379606419,43.0718597,-76.1854563,999,-1,1,-1,1
141,1919627100,43.059721,-76.185935,999,-1,1,-1,1
141,1747449400,43.0281329,-76.0572895,100000,7,1,-1,1
141,1950996935,43.0735472,-76.1660108,100000,15,1,-1,1
141,899027815,43.0726207,-76.1745618,100000,15,1,-1,1
141,1753840659,43.034927,-76.1285411,100000,43,1,-1,1
141,666683228,43.0327382,-76.0460137,999,-1,1,-1,1
141,1806462240,43.0369831,-76.0463282,999,-1,1,-1,1
141,945236501,43.0451437,-76.2445167,999,-1,1,-1,1
141,908954034,43.0596322,-76.170252,100000,15,1,-1,1
141,1088565586,43.0781534,-76.1749309,100000,15,1,-1,1
142,1133399894,43.0766534,-76.1713631,100000,15,1,-1,1
142,1900942218,43.0404722,-76.229214,100000,24,1,-1,1
142,1334943489,43.0710343,-76.1674533,100000,15,1,-1,1
142,1729298847,43.0153948,-76.1300848,100000,16,1,-1,1
142,1924492687,43.0326838,-76.1310826,100000,8,1,-1,1
142,139047218,43.0661786,-76.1615223,999,-1,1,-1,1
142,1702569564,43.0332138,-76.1245413,100000,43,1,-1,1
142,434277912,43.0435971,-76.1092858,100000,40,1,-1,1
142,377081402,43.0338396,-76.1255627,100000,43,1,-1,1
142,1234111478,43.0344362,-76.134163,100000,8,1,-1,1
142,1876300054,43.0370401,-76.1302464,100000,8,1,-1,1
142,1321483994,43.0399217,-76.0397231,999,-1,1,-1,1
142,648312940,43.036927,-76.1286522,100000,43,1,-1,1
142,1426400705,43.0271201,-76.1340508,100000,8,1,-1,1
142,899027815,43.0725163,-76.1743928,100000,15,1,-1,1
142,94273704,43.025628,-76.068852,999,-1,1,-1,1
142,1238008230,43.0154008,-76.1340461,100000,16,1,-1,1
142,654004155,43.0264767,-76.1287221,100000,16,1,-1,1
142,666802957,43.071996,-76.1714027,100000,15,1,-1,1
142,1463934487,43.0361282,-76.13371,100000,8,1,-1,1
142,967468509,43.0280122,-76.1591987,999,-1,1,-1,1
142,292081165,43.0431857,-76.2256646,100000,10,1,-1,1
142,1415426541,43.0745709,-76.183074,999,-1,1,-1,1
142,1088565586,43.0780151,-76.1748156,100000,15,1,-1,1
142,1104874478,43.0293162,-76.1532707,999,-1,1,-1,1
142,101429026,43.0778638,-76.1861523,999,-1,1,-1,1
142,1670541627,43.0652493,-76.1607818,999,-1,1,-1,1
142,1379606419,43.0716983,-76.1854757,999,-1,1,-1,1
142,477271251,43.0204358,-76.1131493,100000,40,1,-1,1
142,980082749,43.0589692,-76.1636809,999,-1,1,-1,1
142,1158778164,43.0186352,-76.1330399,100000,16,1,-1,1
142,764185854,43.0332253,-76.1433616,100000,8,1,-1,1
142,2133137476,43.0311569,-76.1243205,100000,43,1,-1,1
142,1753840659,43.034927,-76.1286522,100000,43,1,-1,1
142,1372604131,43.067747,-76.1717553,100000,15,1,-1,1
142,1935146140,43.0356659,-76.1364641,100000,8,1,-1,1
142,1061152292,43.0322103,-76.1246076,100000,43,1,-1,1
142,870051635,43.0315838,-76.122673,100000,43,1,-1,1
142,1950996935,43.0734358,-76.1658503,100000,15,1,-1,1
142,249554238,43.0286618,-76.1275914,100000,43,1,-1,1
142,1613028091,43.0801208,-76.1782387,100000,15,1,-1,1
142,2070699458,43.031717,-76.1309934,100000,8,1,-1,1
142,1249435201,43.0401745,-76.2386769,100000,24,1,-1,1
142,1891550152,43.0193447,-76.1273813,100000,16,1,-1,1
142,2039629231,43.0650981,-76.1736877,100000,15,1,-1,1
142,1384804202,43.0186601,-76.1293368,100000,16,1,-1,1
142,1050898543,43.0304922,-76.1539312,999,-1,1,-1,1
142,1919627100,43.0595591,-76.1859242,999,-1,1,-1,1
142,111369526,43.0481762,-76.2503644,999,-1,1,-1,1
142,1985315197,43.0295098,-76.1525058,999,-1,1,-1,1
142,182522040,43.0362149,-76.1304787,100000,8,1,-1,1
142,407899248,43.0378042,-76.1310829,100000,8,1,-1,1
142,1563373186,43.0357481,-76.1265697,100000,43,1,-1,1
142,999281571,43.0439403,-76.2310876,100000,24,1,-1,1
142,798488674,43.0489742,-76.119373,100000,43,1,-1,1
142,1122254690,43.0595855,-76.1624694,999,-1,1,-1,1
142,1747449400,43.0281059,-76.0575073,100000,7,1,-1,1
142,2147207357,43.0346588,-76.1432873,100000,43,1,-1,1
142,1816166973,43.0325915,-76.1319257,100000,8,1,-1,1
142,1806462240,43.0369509,-76.0465446,999,-1,1,-1,1
142,2023547971,43.0661597,-76.16127,999,-1,1,-1,1
142,2076100078,43.0667327,-76.1646295,100000,15,1,-1,1
142,102758539,43.0444031,-76.2271742,100000,10,1,-1,1
142,1937631765,43.0346748,-76.0539403,100000,7,1,-1,1
142,908954034,43.059497,-76.1701303,100000,15,1,-1,1
142,216986559,43.0646544,-76.1736921,100000,15,1,-1,1
142,1272770161,43.0595244,-76.165702,100000,15,1,-1,1
142,128425056,43.031267,-76.1489864,999,-1,1,-1,1
142,945236501,43.045114,-76.2442996,999,-1,1,-1,1
142,61708930,43.0490274,-76.2553077,999,-1,1,-1,1
142,666683228,43.0327109,-76.0462314,999,-1,1,-1,1
142,366256851,43.0620111,-76.1517754,999,-1,1,-1,1
142,1207290481,43.0749907,-76.1655974,100000,15,1,-1,1
142,82923348,43.0274227,-76.1570414,999,-1,1,-1,1
142,1742129496,43.0365049,-76.1328772,100000,8,1,-1,1
142,1822927557,43.0352472,-76.1414765,100000,8,1,-1,1
142,98542050,43.0309974,-76.1491623,999,-1,1,-1,1
142,1726670661,43.0491516,-76.2292692,100000,24,1,-1,1
143,2070699458,43.0315549,-76.1309951,100000,8,1,-1,1
143,182522040,43.0361125,-76.1303076,100000,8,1,-1,1
143,764185854,43.0331343,-76.1435444,100000,43,1,-1,1
143,654004155,43.0263157,-76.1286982,100000,16,1,-1,1
143,648312940,43.036927,-76.1287633,100000,43,1,-1,1
143,1891550152,43.0191853,-76.127342,100000,16,1,-1,1
143,1816166973,43.0324351,-76.1318679,100000,8,1,-1,1
143,1822927557,43.0351654,-76.1416671,100000,8,1,-1,1
143,1061152292,43.0321029,-76.1244422,100000,43,1,-1,1
143,945236501,43.0450842,-76.2440824,999,-1,1,-1,1
143,407899248,43.0376978,-76.1309163,100000,8,1,-1,1
143,111369526,43.0481431,-76.2501481,999,-1,1,-1,1
143,1613028091,43.0800128,-76.1780739,100000,15,1,-1,1
143,1379606419,43.0715369,-76.1854951,999,-1,1,-1,1
143,61708930,43.0489601,-76.2551068,999,-1,1,-1,1
143,999281571,43.0439096,-76.2308707,100000,24,1,-1,1
143,477271251,43.0202801,-76.1130882,100000,0,1,-1,1
143,139047218,43.066074,-76.1613536,999,-1,1,-1,1
143,434277912,43.0436588,-76.1090815,100000,40,1,-1,1
143,798488674,43.0491075,-76.1192475,100000,43,1,-1,1
143,216986559,43.064524,-76.173561,100000,15,1,-1,1
143,666802957,43.0718905,-76.1712349,100000,15,1,-1,1
143,1238008230,43.0152392,-76.1340602,100000,16,1,-1,1
143,1384804202,43.0184989,-76.1293148,100000,16,1,-1,1
143,1133399894,43.0765409,-76.171204,100000,15,1,-1,1
143,1122254690,43.0594415,-76.1623681,999,-1,1,-1,1
143,292081165,43.043151,-76.2254489,100000,10,1,-1,1
143,1937631765,43.0346459,-76.0541577,100000,7,1,-1,1
143,377081402,43.0337183,-76.1254161,100000,43,1,-1,1
143,1426400705,43.0269581,-76.1340507,100000,8,1,-1,1
143,102758539,43.0442974,-76.2270068,100000,10,1,-1,1
143,2147207357,43.0345743,-76.1434758,100000,43,1,-1,1
143,1985315197,43.0294218,-76.1526912,999,-1,1,-1,1
143,1726670661,43.0491125,-76.2290548,100000,24,1,-1,1
143,1702569564,43.0330969,-76.1243883,100000,43,1,-1,1
143,1415426541,43.0744104,-76.183104,999,-1,1,-1,1
143,1950996935,43.0733244,-76.1656899,100000,15,1,-1,1
143,1563373186,43.0356333,-76.1264139,100000,43,1,-1,1
143,1753840659,43.034927,-76.1287633,100000,8,1,-1,1
143,1050898543,43.0304141,-76.1541247,999,-1,1,-1,1
143,2133137476,43.0310509,-76.1241534,100000,43,1,-1,1
143,980082749,43.0588326,-76.163562,999,-1,1,-1,1
143,1742129496,43.0363955,-76.1327142,100000,8,1,-1,1
143,2023547971,43.0660514,-76.1611057,999,-1,1,-1,1
143,101429026,43.0777322,-76.1860232,999,-1,1,-1,1
143,82923348,43.0273339,-76.1572262,999,-1,1,-1,1
143,366256851,43.0618951,-76.1516211,999,-1,1,-1,1
143,249554238,43.028502,-76.1275555,100000,43,1,-1,1
143,94273704,43.0255995,-76.0690694,999,-1,1,-1,1
143,899027815,43.0724119,-76.1742238,100000,15,1,-1,1
143,1729298847,43.015233,-76.1300713,100000,16,1,-1,1
143,1670541627,43.0651117,-76.1606652,999,-1,1,-1,1
143,2076100078,43.066626,-76.1644632,100000,15,1,-1,1
143,1372604131,43.0676041,-76.1716512,100000,15,1,-1,1
143,1747449400,43.0280788,-76.057725,100000,7,1,-1,1
143,98542050,43.0309155,-76.1493529,999,-1,1,-1,1
143,870051635,43.0314674,-76.1225194,100000,43,1,-1,1
143,1919627100,43.0593973,-76.1859134,999,-1,1,-1,1
143,1876300054,43.0370038,-76.1300066,100000,8,2,1,1
143,1088565586,43.0778769,-76.1747004,100000,15,1,-1,1
143,1334943489,43.0709278,-76.1672867,100000,15,1,-1,1
143,1234111478,43.0342743,-76.1341574,100000,8,1,-1,1
143,1924492687,43.0325305,-76.1310113,100000,8,1,-1,1
143,128425056,43.0311863,-76.149178,999,-1,1,-1,1
143,1207290481,43.0748761,-76.1654412,100000,15,1,-1,1
143,1321483994,43.0398814,-76.0399371,999,-1,1,-1,1
143,967468509,43.027932,-76.1593905,999,-1,1,-1,1
143,1104874478,43.0292361,-76.1534627,999,-1,1,-1,1
143,1806462240,43.0369187,-76.0467611,999,-1,1,-1,1
143,1249435201,43.0401119,-76.2384731,100000,24,1,-1,1
143,1900942218,43.0404099,-76.2290101,100000,24,1,-1,1
143,666683228,43.0326835,-76.0464491,999,-1,1,-1,1
143,1158778164,43.0184734,-76.1330522,100000,16,1,-1,1
143,908954034,43.0593618,-76.1700086,100000,15,1,-1,1
143,1272770161,43.0593911,-76.1655763,100000,15,1,-1,1
143,1463934487,43.0360552,-76.1339071,100000,8,1,-1,1
143,2039629231,43.0649631,-76.1735655,100000,15,1,-1,1
143,1935146140,43.0355877,-76.1366576,100000,8,1,-1,1
144,2039629231,43.064828,-76.1734434,100000,15,1,-1,1
144,1272770161,43.0592579,-76.1654506,100000,15,1,-1,1
144,908954034,43.0592265,-76.169887,100000,15,1,-1,1
144,477271251,43.0201229,-76.1130345,100000,0,1,-1,1
144,967468509,43.0278516,-76.1595823,999,-1,1,-1,1
144,94273704,43.0255709,-76.0692868,999,-1,1,-1,1
144,1753840659,43.034927,-76.1288744,100000,8,1,-1,1
144,1384804202,43.0183377,-76.1292929,100000,16,1,-1,1
144,1207290481,43.0747614,-76.1652851,100000,15,1,-1,1
144,666802957,43.071785,-76.1710673,100000,15,1,-1,1
144,128425056,43.0311055,-76.1493694,999,-1,1,-1,1
144,666683228,43.032656,-76.0466668,999,-1,1,-1,1
144,1729298847,43.0150713,-76.1300578,100000,16,1,-1,1
144,1950996935,43.0732129,-76.1655295,100000,15,1,-1,1
144,1900942218,43.0403476,-76.2288062,100000,24,1,-1,1
144,1379606419,43.0713755,-76.1855145,999,-1,1,-1,1
144,1249435201,43.0400492,-76.2382694,100000,24,1,-1,1
144,377081402,43.033597,-76.1252698,100000,43,1,-1,1
144,1334943489,43.0708213,-76.1671203,100000,15,1,-1,1
144,764185854,43.0330433,-76.1437272,100000,43,1,-1,1
144,1238008230,43.0150775,-76.1340743,100000,16,1,-1,1
144,1822927557,43.0350835,-76.1418577,100000,8,1,-1,1
144,1104874478,43.029156,-76.1536547,999,-1,1,-1,1
144,2133137476,43.0309447,-76.1239867,100000,43,1,-1,1
144,102758539,43.0441915,-76.2268395,100000,10,1,-1,1
144,101429026,43.0776007,-76.1858941,999,-1,1,-1,1
144,870051635,43.0313508,-76.122366,100000,43,1,-1,1
144,111369526,43.04811,-76.2499318,999,-1,1,-1,1
144,1919627100,43.0592355,-76.1859026,999,-1,1,-1,1
144,1372604131,43.0674612,-76.1715472,100000,15,1,-1,1
144,1061152292,43.0319953,-76.1242771,100000,43,1,-1,1
144,899027815,43.0723074,-76.1740548,100000,15,1,-1,1
144,1613028091,43.0799048,-76.1779091,100000,15,1,-1,1
144,2023547971,43.0659431,-76.1609414,999,-1,1,-1,1
144,434277912,43.0437206,-76.1088773,100000,0,1,-1,1
144,1463934487,43.0359821,-76.1341043,100000,8,1,-1,1
144,945236501,43.0450545,-76.2438653,999,-1,1,-1,1
144,1234111478,43.0341123,-76.1341517,100000,8,1,-1,1
144,1321483994,43.039841,-76.040151,999,-1,1,-1,1
144,61708930,43.0488928,-76.2549058,999,-1,1,-1,1
144,249554238,43.0283421,-76.1275197,100000,16,1,-1,1
144,648312940,43.036927,-76.1288744,100000,8,1,-1,1
144,1747449400,43.0280518,-76.0579428,100000,7,1,-1,1
144,999281571,43.0438789,-76.2306538,100000,24,1,-1,1
144,1702569564,43.0329799,-76.1242355,100000,43,1,-1,1
144,1876300054,43.036967,-76.1297667,100000,8,2,1,1
144,1937631765,43.034617,-76.054375,100000,7,1,-1,1
144,1816166973,43.0322786,-76.1318103,100000,8,1,-1,1
144,1924492687,43.0323771,-76.1309401,100000,8,1,-1,1
144,366256851,43.0617791,-76.1514668,999,-1,1,-1,1
144,1133399894,43.0764283,-76.171045,100000,15,1,-1,1
144,1158778164,43.0183116,-76.1330645,100000,16,1,-1,1
144,1935146140,43.0355094,-76.136851,100000,8,1,-1,1
144,1670541627,43.064974,-76.1605487,999,-1,1,-1,1
144,1806462240,43.0368865,-76.0469776,999,-1,1,-1,1
144,407899248,43.037661,-76.1306771,100000,8,2,1,1
144,216986559,43.0643935,-76.1734299,100000,15,1,-1,1
144,654004155,43.0261546,-76.1286743,100000,16,1,-1,1
144,1726670661,43.0490733,-76.2288404,100000,24,1,-1,1
144,2147207357,43.0344899,-76.1436643,100000,43,1,-1,1
144,98542050,43.0308335,-76.1495434,999,-1,1,-1,1
144,1563373186,43.0355183,-76.1262582,100000,43,1,-1,1
144,292081165,43.0431162,-76.2252331,100000,10,1,-1,1
144,1891550152,43.0190258,-76.1273028,100000,16,1,-1,1
144,1415426541,43.0742499,-76.183134,999,-1,1,-1,1
144,2070699458,43.0313929,-76.1309968,100000,8,1,-1,1
144,798488674,43.049241,-76.1191222,100000,43,1,-1,1
144,2076100078,43.0665193,-76.1642969,999,-1,1,-1,1
144,1050898543,43.0303359,-76.1543181,999,-1,1,-1,1
144,1985315197,43.0293336,-76.1528765,999,-1,1,-1,1
144,1088565586,43.0777386,-76.1745852,100000,15,1,-1,1
144,980082749,43.058696,-76.1634433,999,-1,1,-1,1
144,1742129496,43.0362861,-76.1325513,100000,8,1,-1,1
144,1122254690,43.0592975,-76.1622669,999,-1,1,-1,1
144,139047218,43.0659693,-76.161185,999,-1,1,-1,1
144,82923348,43.027245,-76.1574109,999,-1,1,-1,1
144,182522040,43.0360098,-76.1301366,100000,8,1,-1,1
144,1426400705,43.0267961,-76.1340507,100000,8,1,-1,1
145,2070699458,43.0312309,-76.1309984,100000,8,1,-1,1
145,1104874478,43.0290757,-76.1538465,999,-1,1,-1,1
145,1613028091,43.0797968,-76.1777444,100000,15,1,-1,1
145,1384804202,43.0181764,-76.1292711,100000,16,1,-1,1
145,111369526,43.0480769,-76.2497156,999,-1,1,-1,1
145,1272770161,43.0591246,-76.165325,100000,15,1,-1,1
145,249554238,43.0281822,-76.127484,100000,16,1,-1,1
145,1122254690,43.0591534,-76.1621657,999,-1,1,-1,1
145,434277912,43.0437825,-76.1086732,100000,0,1,-1,1
145,182522040,43.0359071,-76.1299658,100000,8,1,-1,1
145,82923348,43.0271561,-76.1575955,999,-1,1,-1,1
145,102758539,43.0440856,-76.2266723,100000,10,1,-1,1
145,1463934487,43.035909,-76.1343014,100000,8,1,-1,1
145,980082749,43.0585593,-76.1633246,999,-1,1,-1,1
145,1742129496,43.0361765,-76.1323886,100000,8,1,-1,1
145,1234111478,43.0339503,-76.1341461,100000,8,1,-1,1
145,654004155,43.0259935,-76.1286504,100000,16,1,-1,1
145,1950996935,43.0731014,-76.1653691,100000,15,1,-1,1
145,1133399894,43.0763157,-76.1708861,100000,15,1,-1,1
145,139047218,43.0658645,-76.1610164,999,-1,1,-1,1
145,2076100078,43.0664125,-76.1641307,999,-1,1,-1,1
145,1822927557,43.0350016,-76.1420483,100000,8,1,-1,1
145,1876300054,43.0369299,-76.1295268,100000,8,2,1,1
145,477271251,43.019964,-76.112991,100000,0,1,-1,1
145,908954034,43.0590911,-76.1697655,100000,15,1,-1,1
145,377081402,43.0334754,-76.1251238,100000,43,1,-1,1
145,1919627100,43.0590736,-76.1858919,999,-1,1,-1,1
145,1900942218,43.0402853,-76.2286022,100000,24,1,-1,1
145,1937631765,43.0345881,-76.0545923,100000,7,1,-1,1
145,798488674,43.0493746,-76.1189971,100000,43,1,-1,1
145,1471026761,43.0377239,-76.1349398,100000,8,1,-1,1
145,1238008230,43.0149158,-76.1340883,100000,16,1,-1,1
145,1379606419,43.0712141,-76.1855339,999,-1,1,-1,1
145,666683228,43.0326286,-76.0468845,999,-1,1,-1,1
145,1753840659,43.034927,-76.1289856,100000,8,1,-1,1
145,1563373186,43.0354032,-76.1261027,100000,43,1,-1,1
145,1702569564,43.0328628,-76.1240829,100000,43,1,-1,1
145,1334943489,43.0707146,-76.1669538,100000,15,1,-1,1
145,1088565586,43.0776002,-76.1744701,100000,15,1,-1,1
145,94273704,43.0255423,-76.0695042,999,-1,1,-1,1
145,2039629231,43.0646929,-76.1733214,100000,15,1,-1,1
145,899027815,43.0722029,-76.1738859,100000,15,1,-1,1
145,1729298847,43.0149096,-76.1300444,100000,16,1,-1,1
145,1426400705,43.0266341,-76.1340506,100000,8,1,-1,1
145,1207290481,43.0746467,-76.165129,100000,15,1,-1,1
145,1726670661,43.0490341,-76.2286261,100000,24,1,-1,1
145,870051635,43.0312341,-76.1222129,100000,43,1,-1,1
145,2023547971,43.0658347,-76.1607771,999,-1,1,-1,1
145,1415426541,43.0740893,-76.1831639,999,-1,1,-1,1
145,98542050,43.0307514,-76.1497338,999,-1,1,-1,1
145,1050898543,43.0302576,-76.1545115,999,-1,1,-1,1
145,999281571,43.0438481,-76.2304369,100000,24,1,-1,1
145,366256851,43.0616631,-76.1513127,999,-1,1,-1,1
145,1747449400,43.0280247,-76.0581605,100000,7,1,-1,1
145,1061152292,43.0318874,-76.1241122,100000,43,1,-1,1
145,945236501,43.0450247,-76.2436481,999,-1,1,-1,1
145,1924492687,43.0322237,-76.130869,100000,8,1,-1,1
145,216986559,43.064263,-76.1732989,100000,15,1,-1,1
145,61708930,43.0488254,-76.2547049,999,-1,1,-1,1
145,1806462240,43.0368543,-76.0471941,999,-1,1,-1,1
145,1816166973,43.0321222,-76.1317528,100000,8,1,-1,1
145,666802957,43.0716794,-76.1708996,100000,15,1,-1,1
145,101429026,43.0774691,-76.1857652,999,-1,1,-1,1
145,1321483994,43.0398006,-76.0403649,999,-1,1,-1,1
145,1372604131,43.0673182,-76.1714432,100000,15,1,-1,1
145,2147207357,43.0344053,-76.1438527,100000,43,1,-1,1
145,764185854,43.0329522,-76.1439098,100000,43,1,-1,1
145,967468509,43.0277712,-76.159774,999,-1,1,-1,1
145,128425056,43.0310247,-76.1495609,999,-1,1,-1,1
145,1985315197,43.0292454,-76.1530618,999,-1,1,-1,1
145,292081165,43.0430814,-76.2250174,100000,10,1,-1,1
145,407899248,43.0376237,-76.1304377,100000,8,2,1,1
145,1670541627,43.0648363,-76.1604322,999,-1,1,-1,1
145,1891550152,43.0188664,-76.1272637,100000,16,1,-1,1
145,1249435201,43.0399866,-76.2380657,100000,24,1,-1,1
145,1158778164,43.0181499,-76.1330767,100000,16,1,-1,1
145,648312940,43.036927,-76.1289856,100000,8,1,-1,1
145,2133137476,43.0308382,-76.1238201,100000,43,1,-1,1
145,1935146140,43.0354311,-76.1370443,100000,8,1,-1,1
146,1463934487,43.0358358,-76.1344984,100000,8,1,-1,1
146,2076100078,43.0663057,-76.1639645,999,-1,1,-1,1
146,1816166973,43.0319658,-76.1316953,100000,8,1,-1,1
146,908954034,43.0589558,-76.1696441,100000,15,1,-1,1
146,1729298847,43.0147479,-76.130031,100000,16,1,-1,1
146,1563373186,43.035288,-76.1259475,100000,43,1,-1,1
146,1272770161,43.0589913,-76.1651994,100000,15,1,-1,1
146,764185854,43.0328611,-76.1440924,100000,43,1,-1,1
146,1249435201,43.0399238,-76.2378621,100000,24,1,-1,1
146,477271251,43.019803,-76.1129671,100000,0,-1,-1,1
146,377081402,43.0333537,-76.124978,100000,43,1,-1,1
146,654004155,43.0258324,-76.1286267,100000,16,1,-1,1
146,1334943489,43.070608,-76.1667875,100000,15,1,-1,1
146,1935146140,43.0353527,-76.1372376,100000,8,1,-1,1
146,1950996935,43.0729898,-76.1652088,100000,15,1,-1,1
146,1104874478,43.0289954,-76.1540383,999,-1,1,-1,1
146,2023547971,43.0657263,-76.1606129,999,-1,1,-1,1
146,249554238,43.0280223,-76.1274483,100000,16,1,-1,1
146,1050898543,43.0301793,-76.1547048,999,-1,1,-1,1
146,101429026,43.0773375,-76.1856362,999,-1,1,-1,1
146,1234111478,43.0337883,-76.1341405,100000,8,1,-1,1
146,1937631765,43.0345592,-76.0548096,100000,7,1,-1,1
146,139047218,43.0657597,-76.1608479,999,-1,1,-1,1
146,1891550152,43.0187069,-76.1272247,100000,16,1,-1,1
146,1876300054,43.0368922,-76.1292869,100000,8,2,1,1
146,1985315197,43.0291571,-76.1532469,999,-1,1,-1,1
146,1753840659,43.034927,-76.1290967,100000,8,1,-1,1
146,2039629231,43.0645578,-76.1731994,100000,15,1,-1,1
146,666683228,43.0326011,-76.0471021,999,-1,1,-1,1
146,798488674,43.0495082,-76.1188723,100000,43,1,-1,1
146,1670541627,43.0646986,-76.1603158,999,-1,1,-1,1
146,98542050,43.0306692,-76.1499241,999,-1,1,-1,1
146,1924492687,43.0320703,-76.130798,100000,8,1,-1,1
146,292081165,43.0430466,-76.2248016,100000,10,1,-1,1
146,2070699458,43.0310689,-76.1310001,100000,8,1,-1,1
146,102758539,43.0439797,-76.2265052,100000,10,1,-1,1
146,61708930,43.0487581,-76.254504,999,-1,1,-1,1
146,1088565586,43.0774619,-76.1743551,100000,15,1,-1,1
146,666802957,43.0715737,-76.170732,100000,15,1,-1,1
146,1471026761,43.0376586,-76.135142,100000,8,1,-1,1
146,1207290481,43.074532,-76.164973,100000,15,1,-1,1
146,1426400705,43.026472,-76.1340505,100000,8,1,-1,1
146,1238008230,43.014754,-76.1341022,100000,16,1,-1,1
146,216986559,43.0641325,-76.1731679,100000,15,1,-1,1
146,1122254690,43.0590094,-76.1620646,999,-1,1,-1,1
146,1726670661,43.0489949,-76.2284117,100000,24,1,-1,1
146,2133137476,43.0307316,-76.1236538,100000,43,1,-1,1
146,407899248,43.0375861,-76.1301982,100000,8,2,1,1
146,1747449400,43.0279975,-76.0583782,100000,7,1,-1,1
146,999281571,43.0438174,-76.23022,100000,24,1,-1,1
146,1321483994,43.0397601,-76.0405788,999,-1,1,-1,1
146,111369526,43.0480439,-76.2494993,999,-1,1,-1,1
146,870051635,43.0311171,-76.12206,100000,43,1,-1,1
146,1061152292,43.0317794,-76.1239477,100000,43,1,-1,1
146,1415426541,43.0739288,-76.1831938,999,-1,1,-1,1
146,1158778164,43.0179881,-76.1330889,100000,16,1,-1,1
146,1702569564,43.0327455,-76.1239306,100000,43,1,-1,1
146,1806462240,43.036822,-76.0474105,999,-1,1,-1,1
146,82923348,43.0270671,-76.15778,999,-1,1,-1,1
146,1613028091,43.0796887,-76.1775797,100000,15,1,-1,1
146,945236501,43.0449949,-76.243431,999,-1,1,-1,1
146,94273704,43.0255137,-76.0697216,999,-1,1,-1,1
146,1919627100,43.0589118,-76.1858811,999,-1,1,-1,1
