TimeStep,ID,Latitude,Longitude,finished,level
31,2,43.0944395,-76.2200951,1,1
31,4,43.0258238,-76.2169724,1,1
32,2,43.0949044,-76.2200951,1,1
32,4,43.0261672,-76.2169724,1,1
33,2,43.0953694,-76.2200951,1,1
33,4,43.0265105,-76.2169724,1,1
34,2,43.0958343,-76.2200951,1,1
34,4,43.0268538,-76.2169724,1,1
35,2,43.0962993,-76.2200951,1,1
35,4,43.0271972,-76.2169724,1,1
36,2,43.0967642,-76.2200951,1,1
36,4,43.0275405,-76.2169724,1,1
37,2,43.0972292,-76.2200951,1,1
37,4,43.0278838,-76.2169724,1,1
38,2,43.0976941,-76.2200951,1,1
38,4,43.0282272,-76.2169724,1,1
39,2,43.0981591,-76.2200951,1,1
39,4,43.0285705,-76.2169724,1,1
40,2,43.0986241,-76.2200951,1,1
40,4,43.0289138,-76.2169724,1,1
41,2,43.0990890,-76.2200951,1,1
41,4,43.0292572,-76.2169724,1,1
42,2,43.0995540,-76.2200951,1,1
42,4,43.0296005,-76.2169724,1,1
43,2,43.1000189,-76.2200951,1,1
43,4,43.0299438,-76.2169724,1,1
44,2,43.1004839,-76.2200951,1,1
44,4,43.0302872,-76.2169724,1,1
45,2,43.1009488,-76.2200951,1,1
45,4,43.0306305,-76.2169724,1,1
46,2,43.1014138,-76.2200951,1,1
46,4,43.0309738,-76.2169724,1,1
47,2,43.1018788,-76.2200951,1,1
47,4,43.0313172,-76.2169724,1,1
48,2,43.1023437,-76.2200951,1,1
48,4,43.0316605,-76.2169724,1,1
49,2,43.1028087,-76.2200951,1,1
49,4,43.0320038,-76.2169724,1,1
50,2,43.1032736,-76.2200951,1,1
50,4,43.0323472,-76.2169724,1,1
51,2,43.1037386,-76.2200951,1,1
51,4,43.0326905,-76.2169724,1,1
52,2,43.1042035,-76.2200951,1,1
52,4,43.0330338,-76.2169724,1,1
53,2,43.1046685,-76.2200951,1,1
53,4,43.0333772,-76.2169724,1,1
54,2,43.1051335,-76.2200951,1,1
54,4,43.0337205,-76.2169724,1,1
55,2,43.1055984,-76.2200951,1,1
55,4,43.0340638,-76.2169724,1,1
56,2,43.1060634,-76.2200951,1,1
56,4,43.0344072,-76.2169724,1,1
57,2,43.1065283,-76.2200951,1,1
57,4,43.0347505,-76.2169724,1,1
58,2,43.1069933,-76.2200951,1,1
58,4,43.0350938,-76.2169724,1,1
59,2,43.1074582,-76.2200951,1,1
59,4,43.0354372,-76.2169724,1,1
60,2,43.1079232,-76.2200951,1,1
60,4,43.0357805,-76.2169724,1,1
61,2,43.1083882,-76.2200951,1,1
61,4,43.0361238,-76.2169724,1,1
62,2,43.1088531,-76.2200951,1,1
62,4,43.0364672,-76.2169724,1,1
63,2,43.1093181,-76.2200951,1,1
63,4,43.0368105,-76.2169724,1,1
64,2,43.1097830,-76.2200951,1,1
64,4,43.0371538,-76.2169724,1,1
65,2,43.1102480,-76.2200951,1,1
65,4,43.0374972,-76.2169724,1,1
66,2,43.1107129,-76.2200951,1,1
66,4,43.0378405,-76.2169724,1,1
67,2,43.1111779,-76.2200951,1,1
67,4,43.0381839,-76.2169724,1,1
68,2,43.1116429,-76.2200951,1,1
68,4,43.0385272,-76.2169724,1,1
69,2,43.1121078,-76.2200951,1,1
69,4,43.0388705,-76.2169724,1,1
70,2,43.1125728,-76.2200951,1,1
70,4,43.0392139,-76.2169724,1,1
71,2,43.1130377,-76.2200951,1,1
71,4,43.0395572,-76.2169724,1,1
72,2,43.1135027,-76.2200951,1,1
72,4,43.0399005,-76.2169724,1,1
73,2,43.1139676,-76.2200951,1,1
73,4,43.0402439,-76.2169724,1,1
74,2,43.1144326,-76.2200951,1,1
74,4,43.0405872,-76.2169724,1,1
75,2,43.1148976,-76.2200951,1,1
75,4,43.0409305,-76.2169724,1,1
76,2,43.1153625,-76.2200951,1,1
76,4,43.0412739,-76.2169724,1,1
77,2,43.1158275,-76.2200951,1,1
77,4,43.0416172,-76.2169724,1,1
78,2,43.1162924,-76.2200951,1,1
78,4,43.0419605,-76.2169724,1,1
79,2,43.1167574,-76.2200951,1,1
79,4,43.0423039,-76.2169724,1,1
80,2,43.1172223,-76.2200951,1,1
80,4,43.0426472,-76.2169724,1,1
81,2,43.1176873,-76.2200951,1,1
81,4,43.0429905,-76.2169724,1,1
82,2,43.1181523,-76.2200951,1,1
82,4,43.0433339,-76.2169724,1,1
83,2,43.1186172,-76.2200951,1,1
83,4,43.0436772,-76.2169724,1,1
84,2,43.1190822,-76.2200951,1,1
84,4,43.0440205,-76.2169724,1,1
85,2,43.1195471,-76.2200951,1,1
85,4,43.0443639,-76.2169724,1,1
86,2,43.1200121,-76.2200951,1,1
86,4,43.0447072,-76.2169724,1,1
87,2,43.1204770,-76.2200951,1,1
87,4,43.0450505,-76.2169724,1,1
88,2,43.1209420,-76.2200951,1,1
88,4,43.0453939,-76.2169724,1,1
89,2,43.1214070,-76.2200951,1,1
89,4,43.0457372,-76.2169724,1,1
90,2,43.1218719,-76.2200951,1,1
90,4,43.0460805,-76.2169724,1,1
91,2,43.1223369,-76.2200951,1,1
91,4,43.0464239,-76.2169724,1,1
92,2,43.1228018,-76.2200951,1,1
92,4,43.0467672,-76.2169724,1,1
93,2,43.1232668,-76.2200951,1,1
93,4,43.0471105,-76.2169724,1,1
94,2,43.1237317,-76.2200951,1,1
94,4,43.0474539,-76.2169724,1,1
95,2,43.1241967,-76.2200951,1,1
95,4,43.0477972,-76.2169724,1,1
96,2,43.1246617,-76.2200951,1,1
96,4,43.0481405,-76.2169724,1,1
97,2,43.1251266,-76.2200951,1,1
97,4,43.0484839,-76.2169724,1,1
98,2,43.1255916,-76.2200951,1,1
98,4,43.0488272,-76.2169724,1,1
99,2,43.1260565,-76.2200951,1,1
99,4,43.0491705,-76.2169724,1,1
100,2,43.1265215,-76.2200951,1,1
100,4,43.0495139,-76.2169724,1,1
101,2,43.1269864,-76.2200951,1,1
101,4,43.0498572,-76.2169724,1,1
102,2,43.1274514,-76.2200951,1,1
102,4,43.0502005,-76.2169724,1,1
103,2,43.1279163,-76.2200951,1,1
103,4,43.0505439,-76.2169724,1,1
104,2,43.1283813,-76.2200951,1,1
104,4,43.0508872,-76.2169724,1,1
105,2,43.1288463,-76.2200951,1,1
105,4,43.0512305,-76.2169724,1,1
106,2,43.1293112,-76.2200951,1,1
106,4,43.0515739,-76.2169724,1,1
107,2,43.1297762,-76.2200951,1,1
107,4,43.0519172,-76.2169724,1,1
108,2,43.1302411,-76.2200951,1,1
108,4,43.0522606,-76.2169724,1,1
109,2,43.1307061,-76.2200951,1,1
109,4,43.0526039,-76.2169724,1,1
110,2,43.1311710,-76.2200951,1,1
110,4,43.0529472,-76.2169724,1,1
111,2,43.1316360,-76.2200951,1,1
111,4,43.0532906,-76.2169724,1,1
112,2,43.1321010,-76.2200951,1,1
112,4,43.0536339,-76.2169724,1,1
113,2,43.1325659,-76.2200951,1,1
113,4,43.0539772,-76.2169724,1,1
114,2,43.1330309,-76.2200951,1,1
114,4,43.0543206,-76.2169724,1,1
115,2,43.1334955,-76.2201180,1,1
115,4,43.0546639,-76.2169724,1,1
116,2,43.1339593,-76.2201638,1,1
116,4,43.0550072,-76.2169724,1,1
117,2,43.1344215,-76.2202325,1,1
117,4,43.0553506,-76.2169724,1,1
118,2,43.1348817,-76.2203239,1,1
118,4,43.0556939,-76.2169724,1,1
119,2,43.1353391,-76.2204379,1,1
119,4,43.0560372,-76.2169724,1,1
120,2,43.1357933,-76.2205744,1,1
120,4,43.0563806,-76.2169724,1,1
121,2,43.1362436,-76.2207332,1,1
121,4,43.0567239,-76.2169724,1,1
121,28,42.9797656,-76.1287938,1,1
122,2,43.1366894,-76.2209141,1,1
122,4,43.0570672,-76.2169724,1,1
122,28,42.9799918,-76.1287938,1,1
123,2,43.1371302,-76.2211169,1,1
123,4,43.0574106,-76.2169724,1,1
123,28,42.9802157,-76.1287938,1,1
124,2,43.1375654,-76.2213413,1,1
124,4,43.0577539,-76.2169724,1,1
124,28,42.9804375,-76.1287938,1,1
125,2,43.1379944,-76.2215870,1,1
125,4,43.0580972,-76.2169724,1,1
125,28,42.9806570,-76.1287938,1,1
126,2,43.1384140,-76.2218613,1,1
126,4,43.0584406,-76.2169724,1,1
126,28,42.9808743,-76.1287938,1,1
127,2,43.1388234,-76.2221635,1,1
127,4,43.0587839,-76.2169724,1,1
127,28,42.9810894,-76.1287938,1,1
128,2,43.1392214,-76.2224928,1,1
128,4,43.0591272,-76.2169724,1,1
128,28,42.9813022,-76.1287938,1,1
129,2,43.1396071,-76.2228486,1,1
129,4,43.0594706,-76.2169724,1,1
129,28,42.9815128,-76.1287938,1,1
130,2,43.1399797,-76.2232299,1,1
130,4,43.0598139,-76.2169724,1,1
130,28,42.9817213,-76.1287938,1,1
131,2,43.1403381,-76.2236358,1,1
131,4,43.0601572,-76.2169724,1,1
131,28,42.9819274,-76.1287938,1,1
132,2,43.1406815,-76.2240653,1,1
132,4,43.0605006,-76.2169724,1,1
132,28,42.9821314,-76.1287938,1,1
133,2,43.1410250,-76.2244948,1,1
133,4,43.0608439,-76.2169724,1,1
133,28,42.9823332,-76.1287938,1,1
134,2,43.1413684,-76.2249244,1,1
134,4,43.0611872,-76.2169724,1,1
134,28,42.9825349,-76.1287938,1,1
135,2,43.1417118,-76.2253539,1,1
135,4,43.0615306,-76.2169724,1,1
135,28,42.9827367,-76.1287938,1,1
136,2,43.1420553,-76.2257835,1,1
136,4,43.0618739,-76.2169724,1,1
136,22,43.0707780,-75.9998422,1,1
136,28,42.9829384,-76.1287938,1,1
137,2,43.1423987,-76.2262130,1,1
137,4,43.0622172,-76.2169724,1,1
137,22,43.0707173,-75.9991381,1,1
137,28,42.9831402,-76.1287938,1,1
138,2,43.1427422,-76.2266425,1,1
138,4,43.0625606,-76.2169724,1,1
138,22,43.0706565,-75.9984340,1,1
138,28,42.9833419,-76.1287938,1,1
139,2,43.1430856,-76.2270721,1,1
139,4,43.0629039,-76.2169724,1,1
139,22,43.0705957,-75.9977300,1,1
139,28,42.9835437,-76.1287938,1,1
140,2,43.1434290,-76.2275016,1,1
140,4,43.0632472,-76.2169724,1,1
140,22,43.0705349,-75.9970259,1,1
140,28,42.9837454,-76.1287938,1,1
141,2,43.1437725,-76.2279312,1,1
141,4,43.0635906,-76.2169724,1,1
141,22,43.0704741,-75.9963219,1,1
141,28,42.9839472,-76.1287938,1,1
142,2,43.1441159,-76.2283608,1,1
142,4,43.0639339,-76.2169724,1,1
142,22,43.0704133,-75.9956178,1,1
142,28,42.9841489,-76.1287938,1,1
143,2,43.1444594,-76.2287903,1,1
143,4,43.0642772,-76.2169724,1,1
143,22,43.0703525,-75.9949137,1,1
143,28,42.9843507,-76.1287938,1,1
144,2,43.1448028,-76.2292199,1,1
144,4,43.0646206,-76.2169724,1,1
144,22,43.0702917,-75.9942097,1,1
144,28,42.9845524,-76.1287938,1,1
145,2,43.1451463,-76.2296494,1,1
145,4,43.0649639,-76.2169724,1,1
145,22,43.0702309,-75.9935056,1,1
145,28,42.9847542,-76.1287938,1,1
146,2,43.1454897,-76.2300790,1,1
146,4,43.0653072,-76.2169724,1,1
146,22,43.0701701,-75.9928016,1,1
146,28,42.9849559,-76.1287938,1,1
147,2,43.1458331,-76.2305086,1,1
147,4,43.0656506,-76.2169724,1,1
147,22,43.0701094,-75.9920975,1,1
147,28,42.9851577,-76.1287938,1,1
148,2,43.1461766,-76.2309382,1,1
148,4,43.0659939,-76.2169724,1,1
148,22,43.0700486,-75.9913935,1,1
148,28,42.9853594,-76.1287938,1,1
149,2,43.1465200,-76.2313677,1,1
149,4,43.0663373,-76.2169724,1,1
149,22,43.0699878,-75.9906894,1,1
149,28,42.9855612,-76.1287938,1,1
150,2,43.1468635,-76.2317973,1,1
150,4,43.0666806,-76.2169724,1,1
150,22,43.0699270,-75.9899854,1,1
150,28,42.9857629,-76.1287938,1,1
151,2,43.1472069,-76.2322269,1,1
151,4,43.0670239,-76.2169724,1,1
151,22,43.0698662,-75.9892813,1,1
151,28,42.9859647,-76.1287938,1,1
152,2,43.1475503,-76.2326565,1,1
152,4,43.0673673,-76.2169724,1,1
152,22,43.0698054,-75.9885773,1,1
152,28,42.9861664,-76.1287938,1,1
153,2,43.1478938,-76.2330861,1,1
153,4,43.0677106,-76.2169724,1,1
153,22,43.0697446,-75.9878732,1,1
153,28,42.9863682,-76.1287938,1,1
153,36,43.0825765,-76.1500518,1,1
154,2,43.1482372,-76.2335156,1,1
154,4,43.0680539,-76.2169724,1,1
154,22,43.0696838,-75.9871692,1,1
154,28,42.9865699,-76.1287938,1,1
154,36,43.0833379,-76.1500518,1,1
155,2,43.1485807,-76.2339452,1,1
155,4,43.0683973,-76.2169724,1,1
155,22,43.0696230,-75.9864651,1,1
155,28,42.9867717,-76.1287938,1,1
155,36,43.0840993,-76.1500518,1,1
156,2,43.1489241,-76.2343748,1,1
156,4,43.0687406,-76.2169724,1,1
156,22,43.0695622,-75.9857611,1,1
156,28,42.9869734,-76.1287938,1,1
156,36,43.0848607,-76.1500518,1,1
157,2,43.1492675,-76.2348044,1,1
157,4,43.0690839,-76.2169724,1,1
157,22,43.0695015,-75.9850570,1,1
157,28,42.9871752,-76.1287938,1,1
157,36,43.0856221,-76.1500518,1,1
158,2,43.1496110,-76.2352340,1,1
158,4,43.0694273,-76.2169724,1,1
158,22,43.0694407,-75.9843530,1,1
158,28,42.9873770,-76.1287938,1,1
158,36,43.0863835,-76.1500518,1,1
159,2,43.1499544,-76.2356636,1,1
159,4,43.0697706,-76.2169724,1,1
159,22,43.0693799,-75.9836489,1,1
159,28,42.9875787,-76.1287938,1,1
159,36,43.0871450,-76.1500518,1,1
160,2,43.1502979,-76.2360932,1,1
160,4,43.0701139,-76.2169724,1,1
160,22,43.0693191,-75.9829449,1,1
160,28,42.9877805,-76.1287938,1,1
160,36,43.0879064,-76.1500518,1,1
161,2,43.1506413,-76.2365228,1,1
161,4,43.0704573,-76.2169724,1,1
161,22,43.0692583,-75.9822408,1,1
161,28,42.9879822,-76.1287938,1,1
161,36,43.0886678,-76.1500518,1,1
162,2,43.1509847,-76.2369524,1,1
162,4,43.0708006,-76.2169724,1,1
162,22,43.0691975,-75.9815368,1,1
162,28,42.9881840,-76.1287938,1,1
162,36,43.0894292,-76.1500518,1,1
163,2,43.1513282,-76.2373820,1,1
163,4,43.0711439,-76.2169724,1,1
163,22,43.0691367,-75.9808327,1,1
163,28,42.9883857,-76.1287938,1,1
163,36,43.0901906,-76.1500518,1,1
164,2,43.1516716,-76.2378116,1,1
164,4,43.0714873,-76.2169724,1,1
164,22,43.0690759,-75.9801287,1,1
164,28,42.9885875,-76.1287938,1,1
164,36,43.0909521,-76.1500518,1,1
165,2,43.1520151,-76.2382412,1,1
165,4,43.0718306,-76.2169724,1,1
165,22,43.0690151,-75.9794247,1,1
165,28,42.9887892,-76.1287938,1,1
165,36,43.0917135,-76.1500518,1,1
166,2,43.1523585,-76.2386709,1,1
166,4,43.0721739,-76.2169724,1,1
166,22,43.0689543,-75.9787206,1,1
166,28,42.9889910,-76.1287938,1,1
166,36,43.0924749,-76.1500518,1,1
167,2,43.1527019,-76.2391005,1,1
167,4,43.0725173,-76.2169724,1,1
167,22,43.0688936,-75.9780166,1,1
167,28,42.9891927,-76.1287938,1,1
167,36,43.0932363,-76.1500518,1,1
168,2,43.1530454,-76.2395301,1,1
168,4,43.0728606,-76.2169724,1,1
168,22,43.0688328,-75.9773125,1,1
168,28,42.9893945,-76.1287938,1,1
168,36,43.0939977,-76.1500518,1,1
169,2,43.1533888,-76.2399597,1,1
169,4,43.0732039,-76.2169724,1,1
169,22,43.0687720,-75.9766085,1,1
169,28,42.9895962,-76.1287938,1,1
169,36,43.0947592,-76.1500518,1,1
170,2,43.1537323,-76.2403893,1,1
170,4,43.0735473,-76.2169724,1,1
170,22,43.0687112,-75.9759045,1,1
170,28,42.9897980,-76.1287938,1,1
170,36,43.0955206,-76.1500518,1,1
171,2,43.1540757,-76.2408190,1,1
171,4,43.0738906,-76.2169724,1,1
171,22,43.0686504,-75.9752004,1,1
171,28,42.9899997,-76.1287938,1,1
171,36,43.0962820,-76.1500518,1,1
172,2,43.1544191,-76.2412486,1,1
172,4,43.0742339,-76.2169724,1,1
172,22,43.0685896,-75.9744964,1,1
172,28,42.9902015,-76.1287938,1,1
172,36,43.0970434,-76.1500518,1,1
173,2,43.1547626,-76.2416782,1,1
173,4,43.0745773,-76.2169724,1,1
173,22,43.0685288,-75.9737923,1,1
173,28,42.9904032,-76.1287938,1,1
173,36,43.0978048,-76.1500518,1,1
174,2,43.1551060,-76.2421079,1,1
174,4,43.0749206,-76.2169724,1,1
174,22,43.0684680,-75.9730883,1,1
174,28,42.9906050,-76.1287938,1,1
174,36,43.0985662,-76.1500518,1,1
175,2,43.1554495,-76.2425375,1,1
175,4,43.0752639,-76.2169724,1,1
175,22,43.0684072,-75.9723843,1,1
175,28,42.9908067,-76.1287938,1,1
175,36,43.0993277,-76.1500518,1,1
176,2,43.1557929,-76.2429671,1,1
176,4,43.0756073,-76.2169724,1,1
176,22,43.0683464,-75.9716802,1,1
176,28,42.9910085,-76.1287938,1,1
176,36,43.1000891,-76.1500518,1,1
177,2,43.1561364,-76.2433968,1,1
177,4,43.0759506,-76.2169724,1,1
177,22,43.0682857,-75.9709762,1,1
177,28,42.9912102,-76.1287938,1,1
177,36,43.1008505,-76.1500518,1,1
178,2,43.1564798,-76.2438264,1,1
178,4,43.0762939,-76.2169724,-2,1
178,22,43.0682249,-75.9702722,1,1
178,28,42.9914120,-76.1287938,1,1
178,36,43.1016119,-76.1500518,1,1
179,2,43.1568232,-76.2442561,1,1
179,22,43.0681641,-75.9695681,1,1
179,28,42.9916137,-76.1287938,-2,1
179,36,43.1023733,-76.1500518,1,1
180,2,43.1571667,-76.2446857,1,1
180,22,43.0681033,-75.9688641,1,1
180,36,43.1031348,-76.1500518,1,1
181,2,43.1575101,-76.2451154,1,1
181,22,43.0680425,-75.9681601,1,1
181,36,43.1038962,-76.1500518,1,1
182,2,43.1578536,-76.2455450,1,1
182,22,43.0679817,-75.9674560,1,1
182,36,43.1046576,-76.1500518,1,1
183,2,43.1581970,-76.2459747,1,1
183,22,43.0679209,-75.9667520,1,1
183,36,43.1054190,-76.1500518,1,1
184,2,43.1585404,-76.2464043,1,1
184,22,43.0678601,-75.9660480,1,1
184,36,43.1061804,-76.1500518,1,1
185,2,43.1588839,-76.2468340,1,1
185,22,43.0677993,-75.9653440,1,1
185,36,43.1069418,-76.1500518,1,1
186,2,43.1592273,-76.2472637,1,1
186,22,43.0677385,-75.9646399,1,1
186,36,43.1077033,-76.1500518,1,1
187,2,43.1595708,-76.2476933,1,1
187,22,43.0676778,-75.9639359,1,1
187,36,43.1084647,-76.1500518,1,1
188,2,43.1599142,-76.2481230,1,1
188,22,43.0676170,-75.9632319,1,1
188,36,43.1092261,-76.1500518,1,1
189,2,43.1602576,-76.2485527,1,1
189,22,43.0675562,-75.9625279,1,1
189,36,43.1099875,-76.1500518,1,1
190,2,43.1606011,-76.2489823,1,1
190,22,43.0674954,-75.9618238,1,1
190,36,43.1107489,-76.1500518,1,1
191,2,43.1609445,-76.2494120,1,1
191,22,43.0674346,-75.9611198,1,1
191,36,43.1115104,-76.1500518,1,1
192,2,43.1612880,-76.2498417,1,1
192,22,43.0673738,-75.9604158,1,1
192,36,43.1122718,-76.1500518,1,1
193,2,43.1616314,-76.2502714,1,1
193,22,43.0673130,-75.9597118,1,1
193,36,43.1130332,-76.1500518,1,1
194,2,43.1619748,-76.2507011,1,1
194,22,43.0672522,-75.9590077,1,1
194,36,43.1137946,-76.1500518,1,1
195,2,43.1623183,-76.2511308,1,1
195,22,43.0671914,-75.9583037,1,1
195,36,43.1145560,-76.1500518,1,1
196,2,43.1626617,-76.2515604,1,1
196,22,43.0671306,-75.9575997,-1,1
196,36,43.1153174,-76.1500518,1,1
197,2,43.1630052,-76.2519901,1,1
197,36,43.1160789,-76.1500518,1,1
198,2,43.1633486,-76.2524198,1,1
198,36,43.1168403,-76.1500518,1,1
199,2,43.1636920,-76.2528495,1,1
199,36,43.1176017,-76.1500518,1,1
200,2,43.1640355,-76.2532792,1,1
200,36,43.1183631,-76.1500518,1,1
201,2,43.1643789,-76.2537089,1,1
201,36,43.1191245,-76.1500518,1,1
202,2,43.1647224,-76.2541386,1,1
202,36,43.1198860,-76.1500518,1,1
203,2,43.1650658,-76.2545683,1,1
203,36,43.1206474,-76.1500518,1,1
204,2,43.1654093,-76.2549980,1,1
204,36,43.1214088,-76.1500518,1,1
205,2,43.1657527,-76.2554277,1,1
205,36,43.1221702,-76.1500518,1,1
206,2,43.1660961,-76.2558574,1,1
206,36,43.1229316,-76.1500518,1,1
207,2,43.1664396,-76.2562872,1,1
207,36,43.1236931,-76.1500518,1,1
208,2,43.1667830,-76.2567169,1,1
208,36,43.1244545,-76.1500518,1,1
209,2,43.1671265,-76.2571466,1,1
209,36,43.1252159,-76.1500518,1,1
210,2,43.1674699,-76.2575763,1,1
210,36,43.1259773,-76.1500518,1,1
211,2,43.1678133,-76.2580060,1,1
211,36,43.1267387,-76.1500518,1,1
212,2,43.1681568,-76.2584358,1,1
212,36,43.1275001,-76.1500518,1,1
213,2,43.1685002,-76.2588655,1,1
213,36,43.1282616,-76.1500518,1,1
214,2,43.1688437,-76.2592952,1,1
214,36,43.1290230,-76.1500518,1,1
215,2,43.1691871,-76.2597250,1,1
215,36,43.1297844,-76.1500518,1,1
216,2,43.1695305,-76.2601547,1,1
216,36,43.1305458,-76.1500518,1,1
217,2,43.1698740,-76.2605844,1,1
217,36,43.1313072,-76.1500518,1,1
218,2,43.1702174,-76.2610142,1,1
218,36,43.1320687,-76.1500518,1,1
219,2,43.1705609,-76.2614439,1,1
219,36,43.1328301,-76.1500518,1,1
220,2,43.1709043,-76.2618737,1,1
220,36,43.1335915,-76.1500518,1,1
221,2,43.1712477,-76.2623034,1,1
221,36,43.1343529,-76.1500518,1,1
222,2,43.1715912,-76.2627332,1,1
222,36,43.1351143,-76.1500518,1,1
223,2,43.1719346,-76.2631629,1,1
223,36,43.1358757,-76.1500518,1,1
224,2,43.1722781,-76.2635927,1,1
224,36,43.1366372,-76.1500518,1,1
225,2,43.1726215,-76.2640224,1,1
225,36,43.1373986,-76.1500518,1,1
226,2,43.1729649,-76.2644522,1,1
226,36,43.1381600,-76.1500518,1,1
227,2,43.1733084,-76.2648820,1,1
227,36,43.1389214,-76.1500518,1,1
228,2,43.1736518,-76.2653117,1,1
228,36,43.1396828,-76.1500518,1,1
229,2,43.1739953,-76.2657415,1,1
229,36,43.1404443,-76.1500518,1,1
230,2,43.1743387,-76.2661713,1,1
230,36,43.1412057,-76.1500518,1,1
231,2,43.1746821,-76.2666010,1,1
231,20,43.1739297,-76.0790763,1,1
231,36,43.1419671,-76.1500518,1,1
232,2,43.1750256,-76.2670308,1,1
232,20,43.1743590,-76.0782200,1,1
232,36,43.1427285,-76.1500518,1,1
233,2,43.1753690,-76.2674606,1,1
233,20,43.1747859,-76.0773683,1,1
233,36,43.1434899,-76.1500518,1,1
234,2,43.1757125,-76.2678904,1,1
234,20,43.1752105,-76.0765212,1,1
234,36,43.1442513,-76.1500518,1,1
235,2,43.1760559,-76.2683201,1,1
235,20,43.1756328,-76.0756788,1,1
235,36,43.1450128,-76.1500518,1,1
236,2,43.1763994,-76.2687499,1,1
236,20,43.1760528,-76.0748411,1,1
236,36,43.1457742,-76.1500518,1,1
237,2,43.1767428,-76.2691797,1,1
237,20,43.1764704,-76.0740080,1,1
237,36,43.1465356,-76.1500518,1,1
238,2,43.1770862,-76.2696095,1,1
238,20,43.1768860,-76.0731791,1,1
238,36,43.1472970,-76.1500518,1,1
239,2,43.1774297,-76.2700393,1,1
239,20,43.1772994,-76.0723543,1,1
239,36,43.1480584,-76.1500518,1,1
240,2,43.1777731,-76.2704691,1,1
240,20,43.1777107,-76.0715338,1,1
240,36,43.1488199,-76.1500518,1,1
241,2,43.1781166,-76.2708989,1,1
241,20,43.1781200,-76.0707174,1,1
241,36,43.1495813,-76.1500518,1,1
242,2,43.1784600,-76.2713287,1,1
242,20,43.1785271,-76.0699052,1,1
242,36,43.1503427,-76.1500518,1,1
242,40,43.0647453,-76.0186519,1,1
243,2,43.1788034,-76.2717585,1,1
243,20,43.1789321,-76.0690972,1,1
243,36,43.1511041,-76.1500518,1,1
243,40,43.0651980,-76.0186519,1,1
244,2,43.1791469,-76.2721883,1,1
244,20,43.1793351,-76.0682934,1,1
244,36,43.1518655,-76.1500518,1,1
244,40,43.0656507,-76.0186519,1,1
245,2,43.1794903,-76.2726181,1,1
245,20,43.1797359,-76.0674937,1,1
245,36,43.1526270,-76.1500518,1,1
245,40,43.0661034,-76.0186519,1,1
246,2,43.1798338,-76.2730479,1,1
246,20,43.1801347,-76.0666982,1,1
246,36,43.1533884,-76.1500518,1,1
246,40,43.0665561,-76.0186519,1,1
247,2,43.1801772,-76.2734777,1,1
247,20,43.1805313,-76.0659069,1,1
247,36,43.1541498,-76.1500518,1,1
247,40,43.0670088,-76.0186519,1,1
248,2,43.1805206,-76.2739075,1,1
248,20,43.1809259,-76.0651198,1,1
248,36,43.1549112,-76.1500518,1,1
248,40,43.0674615,-76.0186519,1,1
249,2,43.1808641,-76.2743373,1,1
249,20,43.1813183,-76.0643369,1,1
249,36,43.1556726,-76.1500518,1,1
249,40,43.0679141,-76.0186519,1,1
250,2,43.1812075,-76.2747672,1,1
250,20,43.1817087,-76.0635581,1,1
250,36,43.1564340,-76.1500518,1,1
