TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
340,1531958853,43.0244642,-76.1306104,2,136.6002137,3,1
340,1714434747,43.051397,-76.1791227,2,157.9782409,-1,1
340,1895249522,43.0773319,-76.1425031,2,124.5808366,8,1
340,1728966109,43.0564374,-76.1359362,2,126.7050529,5,1
340,977305415,43.0830252,-76.1194397,2,125.9484709,8,1
340,165676602,43.0761564,-76.1852739,2,159.3196892,-1,1
340,1618354516,43.0761539,-76.179634,2,158.8147722,-1,1
340,1451120074,43.0492624,-76.2027836,2,135.5764436,7,1
340,1009689797,43.0198195,-76.1110729,2,115.1012173,3,1
340,914537145,43.045307,-76.2361617,2,136.3688862,7,1
340,1378022191,43.0809118,-76.1455541,2,138.6143964,9,1
340,1910909290,43.0226164,-76.1104824,2,123.7399749,3,1
341,1009689797,43.0198195,-76.1108521,2,115.1012173,3,-1
350,346689304,43.0769268,-76.1354172,2,107.1158817,8,1
350,21282215,43.0801486,-76.1456651,2,138.1497667,9,1
350,1566775561,43.0324657,-76.1302101,2,132.178553,5,1
350,950514463,43.0514747,-76.1947223,2,138.1377862,7,1
350,2142087617,43.0502135,-76.2261428,2,129.1905197,7,1
350,1933761898,43.0557176,-76.2035722,2,131.8039422,7,1
350,607915162,43.0514092,-76.184055,2,158.4379636,-1,1
350,1093235089,43.0193109,-76.1145996,2,117.6163754,3,1
350,93803384,43.0555129,-76.1337849,2,125.3387321,5,1
350,536065248,43.0195207,-76.1229405,2,129.4148549,3,1
350,914537145,43.045307,-76.2339526,2,135.7575535,7,1
350,83806683,43.0209635,-76.113604,2,120.8326745,3,1
350,2061006145,43.0422624,-76.1635023,2,137.6927816,5,1
350,950115756,43.0513939,-76.1642279,2,135.4444678,9,1
350,1381845270,43.0519515,-76.2087176,2,129.7841646,7,1
360,1451120074,43.0492624,-76.1983651,2,137.505403,7,1
360,1531958853,43.0212237,-76.1306104,2,135.6274087,3,1
360,1652289979,43.0370999,-76.1476596,2,130.5035611,5,1
360,181486061,43.0269042,-76.1300484,2,137.0378645,3,1
360,2004251105,43.0570984,-76.2065692,2,129.4148549,7,1
360,1406481073,43.0629838,-76.1889381,2,130.9585321,9,1
360,861382883,43.0799153,-76.1398048,2,156.4385993,-1,1
360,1845904711,43.0816044,-76.1165032,2,130.0655759,8,1
360,548441799,43.0439622,-76.1127875,2,132.4038411,0,1
360,685505545,43.0754318,-76.1568915,2,130.0989404,9,1
360,2115450734,43.0492949,-76.2394007,2,135.0782763,7,1
360,1933761898,43.0547455,-76.2042351,2,132.121617,7,1
360,527523866,43.0361179,-76.1038486,2,135.7359528,0,1
360,1365847710,43.0633212,-76.1289407,2,126.7050529,8,1
360,127681471,43.0604597,-76.1700907,2,157.1345905,-1,1
360,977305415,43.0830252,-76.1150188,2,130.3954374,8,1
370,2069203795,43.0364494,-76.1335028,2,126.6472753,5,1
370,2115450734,43.0492949,-76.2371914,2,134.0782919,7,1
370,1531958853,43.0210617,-76.1288438,2,134.0946495,3,1
370,131739394,43.0368567,-76.06705,2,123.8301402,6,1
370,191176694,43.0430388,-76.1302924,2,115.4477493,5,1
370,1652289979,43.0370999,-76.1498684,2,131.8039422,5,1
370,2004251105,43.0554781,-76.2065692,2,130.0655759,7,1
370,607915162,43.0514092,-76.1796364,2,157.9782409,-1,1
370,305713831,43.0377429,-76.1122483,2,136.0562626,0,1
370,1771262140,43.0792822,-76.1459131,2,137.8897257,9,1
370,758258298,43.0523456,-76.1848442,2,136.0562626,9,1
370,1406481073,43.0613636,-76.1889381,2,131.7159423,9,1
370,93803384,43.0579433,-76.1329011,2,129.0227127,5,1
370,2027674814,43.0776982,-76.119378,2,125.9484709,8,1
370,1618354516,43.0761539,-76.1730034,2,158.1857108,-1,1
370,649641739,43.0499324,-76.2082537,2,132.4502897,7,1
380,127681471,43.0604597,-76.17451,2,157.6137464,-1,1
380,1393411335,43.0359648,-76.1022179,2,135.6926436,0,1
380,1728966109,43.06065,-76.1388088,2,131.9493007,5,1
380,96435441,43.0829356,-76.1347418,2,156.5177933,-1,1
380,685505545,43.0754318,-76.1524711,2,133.2068409,9,1
380,1933761898,43.051505,-76.2042351,2,133.7131287,7,1
380,950115756,43.0513938,-76.1576,2,136.887013,9,1
380,1714434747,43.051397,-76.1702855,2,157.0098849,-1,1
380,1375855927,43.0555225,-76.1345296,2,125.3387321,5,1
380,1276050782,43.0777389,-76.1698215,2,125.2745506,9,1
380,1921880814,43.0333021,-76.1316686,2,131.0621005,5,1
380,1381845270,43.0519515,-76.2020896,2,133.9301418,7,1
380,396589894,43.0105607,-76.1290122,2,130.0989404,2,1
380,1566775561,43.027605,-76.1302101,2,136.4441779,5,1
380,1406481073,43.0597433,-76.1889381,2,132.616147,9,1
380,758258298,43.0523456,-76.1870536,2,136.6942851,9,1
390,830561927,43.0248477,-76.1101086,2,126.6472753,3,1
390,358564461,43.0785703,-76.1265348,2,117.6163754,8,1
390,127681471,43.0604597,-76.1767196,2,124.1321172,9,1
390,131739394,43.0368567,-76.0714676,2,129.0588537,6,1
390,1845904711,43.0809563,-76.1109772,2,134.0946495,8,1
390,1714434747,43.051397,-76.1680761,2,156.755399,-1,1
390,1652289979,43.0370999,-76.154286,2,134.3215255,5,1
390,711960510,43.0297018,-76.0511113,2,126.8910801,6,1
390,96435441,43.0827736,-76.1329734,2,156.7252147,-1,1
390,527523866,43.0346597,-76.1082662,2,136.9724914,3,1
390,2027674814,43.0776982,-76.1149574,2,130.3954374,8,1
390,191176694,43.0462793,-76.1302924,2,111.6195502,5,1
390,1531958853,43.0210617,-76.1244273,2,130.9585321,3,1
390,1406481073,43.0581231,-76.1889381,2,133.577763,9,1
390,914537145,43.045307,-76.2251162,2,134.3215255,7,1
390,800769401,43.033938,-76.0598978,2,118.5653608,6,1
396,536065248,43.0195207,-76.1127829,2,115.4477493,3,-1
400,830561927,43.0232274,-76.1101086,2,123.7399749,3,1
400,165676602,43.0761564,-76.1720127,2,122.507239,9,1
400,96435441,43.0811533,-76.1329734,2,156.8825524,-1,1
400,196006772,43.067881,-76.1089125,2,133.2068409,0,1
400,1728966109,43.06065,-76.1432281,2,132.8700224,8,1
400,711960510,43.0297018,-76.0533199,2,126.6472753,6,1
400,1652289979,43.0370999,-76.1564948,2,135.4959507,5,1
400,1845904711,43.0793361,-76.1109772,2,134.3215255,8,1
400,2142087617,43.0502135,-76.2150964,2,129.7042679,7,1
400,861382883,43.0799153,-76.1309634,2,157.1596674,-1,1
400,1451120074,43.053313,-76.1952721,2,137.723751,7,1
400,1082817898,43.0429231,-76.2354099,2,136.327634,4,1
400,1613290142,43.0382185,-76.1505339,2,131.4081993,5,1
400,966655668,43.0777643,-76.1780562,2,158.7951449,-1,1
400,1618354516,43.0761539,-76.1663728,2,123.0907171,9,1
400,548441799,43.0504432,-76.1127875,2,128.3544208,0,1
410,1845904711,43.0777158,-76.1109772,2,133.9052856,8,1
410,1079413733,43.033959,-76.1340901,2,154.2196181,-1,1
410,1276050782,43.0777389,-76.1631907,2,127.6633852,9,1
410,2004251105,43.0489971,-76.2065692,2,134.0782919,7,1
410,711960510,43.0297018,-76.0555284,2,126.8910801,6,1
410,685505545,43.0754318,-76.1458406,2,136.99868,9,1
410,196006772,43.0662608,-76.1089125,2,131.7159423,0,1
410,1082817898,43.0413029,-76.2354099,2,135.168912,4,1
410,1771262140,43.0792822,-76.1370718,2,119.5999386,8,1
410,1406481073,43.0548826,-76.1889381,2,135.5764436,9,1
410,1895249522,43.0773319,-76.1270313,2,113.3363503,8,1
410,607915162,43.0514092,-76.1707991,2,135.0251128,9,1
410,2115450734,43.0492949,-76.2283545,2,130.6534425,7,1
410,966655668,43.0777643,-76.175846,2,158.5885006,-1,1
410,21076204,43.0328083,-76.0792991,2,135.6274087,6,1
410,1451120074,43.0549332,-76.1952721,2,137.3853207,7,1
412,830561927,43.0217692,-76.1094461,2,119.9918128,3,-1
420,21282215,43.0801486,-76.1301926,2,157.1596674,-1,1
420,1531958853,43.0210617,-76.1178026,2,124.6822288,3,1
420,711960510,43.0297018,-76.057737,2,126.6472753,6,1
420,1566775561,43.0211239,-76.1302101,2,134.9870056,3,1
420,1921880814,43.0268211,-76.1316686,2,136.9331095,5,1
420,1082817898,43.0396826,-76.2354099,2,133.9301418,4,1
420,93803384,43.0579433,-76.1218533,2,132.4502897,5,1
420,1933761898,43.0450239,-76.2042351,2,137.3853207,7,1
420,685505545,43.0754318,-76.1436304,2,138.0716956,9,1
420,1406481073,43.0540724,-76.1898219,2,136.4714491,9,1
420,1365847710,43.0535997,-76.1289407,2,136.9331095,8,1
420,1728966109,43.06065,-76.1476474,2,134.6153916,8,1
420,1845904711,43.0760956,-76.1109772,2,133.6456216,8,1
420,738415249,43.0130032,-76.1319458,2,132.8700224,2,1
420,758258298,43.0523456,-76.195891,2,137.4106933,7,1
420,396589894,43.0040796,-76.1290122,2,117.8459643,2,1
427,1417286734,43.0009513,-76.1284155,2,101.1341116,2,-1
430,711960510,43.0297018,-76.0599455,2,126.8910801,6,1
430,330352890,43.0761509,-76.1498208,2,155.9408316,-1,1
430,127681471,43.0604597,-76.1855582,2,129.8635744,9,1
430,196006772,43.0630203,-76.1089125,2,128.3544208,0,1
430,358564461,43.0785703,-76.1176936,2,128.6928511,8,1
430,96435441,43.0762926,-76.1329734,2,156.6472753,-1,1
430,131739394,43.0368567,-76.0803028,2,135.6926436,6,1
430,1406481073,43.0540724,-76.1920313,2,137.2833332,9,1
430,1714434747,43.051397,-76.1592388,2,155.6893049,-1,1
430,396589894,43.0032695,-76.1281291,2,111.6195502,2,1
430,1967485249,43.0772983,-76.1793247,2,158.8966418,-1,1
430,1791950912,43.0377603,-76.1361401,2,153.6928412,-1,1
430,1375855927,43.0474212,-76.1345296,2,101.1341116,5,1
430,2100798552,43.0384329,-76.1188931,2,132.1501161,5,1
430,165676602,43.0761564,-76.165382,2,123.8301402,9,1
430,685505545,43.0754318,-76.1414202,2,139.0741852,9,1
430,1378022191,43.0809118,-76.1256607,2,122.3672502,8,1
440,20499232,43.033844,-76.1311627,2,154.7057739,-1,1
440,127681471,43.0604597,-76.1877679,2,131.4081993,9,1
440,346689304,43.0654231,-76.1314388,2,123.8301402,8,1
440,1451120074,43.0589839,-76.1943883,2,136.6002137,9,1
440,1566775561,43.0178834,-76.1302101,2,134.3776325,3,1
440,2100798552,43.0384329,-76.1166843,2,133.5607429,5,1
440,1381845270,43.0519515,-76.1888335,2,159.0021882,-1,1
440,1079413733,43.0290982,-76.1340901,2,135.0251128,5,1
440,950115756,43.0513938,-76.1443441,2,122.3672502,5,1
440,2115450734,43.0492949,-76.2217267,2,130.2095423,7,1
440,685505545,43.0754318,-76.13921,2,117.8459643,8,1
440,1921880814,43.0235806,-76.1316686,2,136.8738126,3,1
440,93803384,43.0579433,-76.1174342,2,132.178553,0,1
