TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
230,1616722272,43.0095128,-76.1211378,2,128.0979394,9,1
230,1475838028,43.0570314,-76.1263724,2,129.5777175,6,1
230,1507836548,43.0465933,-76.2167117,2,133.620216,5,1
230,2053287062,43.0765056,-76.1527361,2,133.5607429,4,1
230,1622096084,43.0781494,-76.1712415,2,126.8910801,4,1
230,1266341860,43.0363784,-76.0481509,2,113.3363503,1,1
233,1584689357,43.0203033,-76.1133404,2,119.5999386,9,-1
240,265356802,43.0793279,-76.1848487,2,131.8039422,4,1
240,2128945693,43.0821986,-76.1277749,2,116.1467816,3,1
240,728303221,43.0376473,-76.0530512,2,96.64727528,1,1
240,618463036,43.0371662,-76.1156292,2,134.9181306,6,1
240,2036232036,43.0440554,-76.2087388,2,137.8346354,5,1
240,416634221,43.0531976,-76.1968795,2,138.7351677,5,1
240,13150083,43.0503598,-76.2120077,2,131.8039422,5,1
240,949915704,43.0286999,-76.1109941,2,131.9493007,9,1
240,1273034506,43.0513946,-76.2149504,2,129.8635744,5,1
240,1403364132,43.0787604,-76.1850119,2,131.8039422,4,1
240,455830167,43.0507449,-76.2206635,2,128.3544208,5,1
250,1475838028,43.0570314,-76.1219534,2,131.8039422,6,1
250,2036232036,43.0424352,-76.2087388,2,138.4574556,2,1
250,1749556632,43.0381284,-76.1535474,2,133.276654,6,1
250,288496331,43.0459196,-76.1749091,2,139.1020424,4,1
250,371324596,43.0413751,-76.0326578,2,133.5607429,1,1
250,455830167,43.0507449,-76.2184542,2,129.1068863,5,1
250,1668724686,43.0719369,-76.1948844,2,135.0782763,4,1
250,1775389493,43.024167,-76.1340505,2,137.9263235,9,1
250,1421881662,43.0802486,-76.1323345,2,120.673368,3,1
250,1622096084,43.0781493,-76.166821,2,126.8910801,4,1
250,546341251,43.0790965,-76.1719944,2,128.0979394,4,1
250,618463036,43.0371662,-76.1134204,2,136.0562626,6,1
260,455830167,43.0507449,-76.2162449,2,130.0989404,5,1
260,265356802,43.0793279,-76.1892694,2,134.1598754,4,1
260,322467625,43.0808091,-76.1607577,2,131.4081993,4,1
260,2049631195,43.0755165,-76.1277121,2,107.1158817,3,1
260,2053287062,43.0765056,-76.1461055,2,128.0979394,3,1
260,1266341860,43.0363784,-76.0547772,2,107.1158817,1,1
260,658706793,43.046463,-76.0409724,2,128.3544208,1,1
260,1323522851,43.0277658,-76.0794287,2,138.4223216,1,1
260,2036232036,43.0421111,-76.2074134,2,138.8207527,2,1
260,1403364132,43.0787604,-76.1805913,2,129.5777175,4,1
260,728303221,43.0376473,-76.0574689,2,96.64727528,1,1
260,890606833,43.0793925,-76.125643,2,120.8326745,3,1
270,416634221,43.0541697,-76.1917978,2,130.8834753,5,1
270,455830167,43.0507449,-76.2140356,2,131.2261163,5,1
270,618463036,43.03587,-76.1109907,2,136.8738126,7,1
270,1012225358,43.0222096,-76.1260717,2,133.2068409,9,1
270,1976414238,43.0383426,-76.1291638,2,124.5808366,6,1
270,1617690466,43.0789855,-76.1707662,2,137.1956268,6,1
270,1749556632,43.0381284,-76.1579651,2,135.7575535,6,1
270,949915704,43.0238391,-76.1109941,2,125.3387321,9,1
270,1775389493,43.0209264,-76.1340505,2,137.2448811,9,1
270,737781054,43.0043969,-76.124878,2,117.6163754,8,1
270,973785263,43.0318182,-76.1120367,2,135.0782763,9,1
270,2104956626,43.0381908,-76.1165556,2,133.5607429,6,1
270,939175052,43.0797713,-76.1789185,2,136.2918165,5,1
280,371324596,43.0413751,-76.0392847,2,127.8890558,1,1
280,546341251,43.0790965,-76.1653635,2,128.6928511,4,1
280,851561491,43.040376,-76.1635644,2,138.4457548,6,1
280,658706793,43.0497035,-76.0409724,2,131.2261163,1,1
280,322467625,43.0808091,-76.1563369,2,133.5351711,4,1
280,1668724686,43.0670762,-76.1948844,2,135.0098833,4,1
280,744686981,43.0471993,-76.2139141,2,133.9301418,5,1
280,1421881662,43.0802486,-76.1257034,2,122.3672502,3,1
280,1273034506,43.0513946,-76.2061132,2,134.9181306,5,1
280,1775389493,43.0193062,-76.1340505,2,137.0378645,9,1
280,523396853,43.0830847,-76.1351995,2,111.6195502,3,1
280,1354056424,43.0382352,-76.0324397,2,133.577763,1,1
280,787966097,43.0382602,-76.1246613,2,127.4337368,6,1
282,737781054,43.0032627,-76.1237742,2,111.6195502,8,-1
290,546341251,43.0790965,-76.1631532,2,129.5777175,4,1
290,1403364132,43.0787604,-76.1739604,2,127.8890558,4,1
290,1749556632,43.0381284,-76.1623828,2,137.9263235,6,1
290,261426765,43.0831349,-76.183079,2,149.3961118,-1,1
290,2036232036,43.0395187,-76.2052045,2,138.2749017,2,1
290,1668724686,43.0654559,-76.1948844,2,135.0782763,4,1
290,618463036,43.0326295,-76.1109907,2,135.6926436,9,1
290,455830167,43.0507448,-76.209617,2,133.577763,5,1
290,1622096084,43.0781493,-76.1579799,2,131.1546133,4,1
290,371324596,43.0413751,-76.0414936,2,125.2745506,1,1
290,465141599,43.0757638,-76.1368574,2,111.6195502,3,1
290,523396853,43.0830847,-76.132989,2,111.6195502,3,1
293,949915704,43.0204366,-76.1109941,2,117.8459643,9,-1
300,728303221,43.0376473,-76.0663042,2,125.2745506,1,1
300,465141599,43.0757638,-76.1346472,2,101.1341116,3,1
300,288496331,43.0475399,-76.1828621,2,138.7351677,4,1
300,259635189,43.0359976,-76.135264,2,132.2944924,9,1
300,1403364132,43.0787604,-76.1717501,2,128.0979394,4,1
300,1012225358,43.0173488,-76.1260717,2,131.9493007,9,1
300,2053287062,43.0765056,-76.1372646,2,113.3363503,3,1
300,890606833,43.07599,-76.1216644,2,122.1237135,3,1
300,810999410,43.0356971,-76.1363864,2,132.566071,9,1
300,2036232036,43.0390326,-76.2041,2,138.706514,2,1
300,1266341860,43.0363784,-76.0636123,2,122.507239,1,1
300,397196100,43.0812726,-76.1770639,2,148.980421,-1,1
310,2053287062,43.0763436,-76.1354964,2,107.1158817,3,1
310,261426765,43.0831349,-76.178658,2,148.9973542,-1,1
310,939175052,43.0797713,-76.1700771,2,138.2244509,5,1
310,2128945693,43.0739353,-76.1237961,2,117.8459643,3,1
310,473993455,43.0402389,-76.0938561,2,132.178553,7,1
310,546341251,43.0790965,-76.1587325,2,131.8039422,4,1
310,728303221,43.0376473,-76.068513,2,127.8890558,1,1
310,1622096084,43.0781493,-76.1535593,2,133.7131287,4,1
310,1421881662,43.0802486,-76.1190723,2,128.6432646,3,1
310,973785263,43.0253371,-76.1120367,2,128.0979394,9,1
310,2049631195,43.0755165,-76.1166612,2,129.0588537,3,1
310,1266341860,43.0363784,-76.0658211,2,125.5766359,1,1
310,1323522851,43.0334367,-76.0818581,2,138.4457548,1,1
310,2104956626,43.0344642,-76.1130214,2,137.0378645,6,1
320,2036232036,43.0369263,-76.2029956,2,138.3694424,2,1
320,2128945693,43.0723151,-76.1237961,2,117.8459643,3,1
320,1775389493,43.0128251,-76.1340505,2,132.3758922,8,1
320,261426765,43.0831349,-76.1764476,2,148.7951449,-1,1
320,1668724686,43.0605952,-76.1948844,2,136.0703174,4,1
320,939175052,43.0797713,-76.1678668,2,138.6725947,5,1
320,1976414238,43.0383426,-76.1181195,2,132.1501161,6,1
320,371324596,43.0413751,-76.0481205,2,110.9609129,1,1
320,1354056424,43.0382352,-76.0412751,2,125.3387321,1,1
320,890606833,43.0727495,-76.1216644,2,122.1237135,3,1
320,2115142947,43.0336021,-76.0845495,2,138.8378024,7,1
320,2053287062,43.0747233,-76.1354964,2,96.64727528,3,1
320,1622096084,43.0781493,-76.151349,2,134.9181306,4,1
320,546341251,43.0790965,-76.1565222,2,132.9951287,4,1
330,2115142947,43.0336021,-76.0867582,2,138.4223216,7,1
330,455830167,43.0507448,-76.2007798,2,137.8897257,5,1
330,1775389493,43.0112048,-76.1340505,2,130.6534425,8,1
330,13150083,43.0532762,-76.1972054,2,138.7351677,5,1
330,2053287062,43.0731031,-76.1354964,2,107.1158817,3,1
330,815549835,43.0542498,-76.1299921,2,123.0907171,6,1
330,288496331,43.0488361,-76.1870595,2,139.0630256,4,1
330,114289102,43.0409602,-76.0478779,2,110.9609129,1,1
330,618463036,43.0261485,-76.1109907,2,129.0588537,9,1
330,322467625,43.0808091,-76.145285,2,138.6143964,4,1
330,371324596,43.0413751,-76.0503295,2,96.64727528,1,1
330,523396853,43.0830847,-76.1241472,2,119.5999386,3,1
330,1431700245,43.0190971,-76.1103039,2,110.9609129,9,1
330,1617690466,43.0789855,-76.1575043,2,135.3585338,6,1
340,288496331,43.0493221,-76.1881642,2,138.8661691,4,1
340,1403364132,43.0787604,-76.1629089,2,129.5777175,4,1
340,259635189,43.0295165,-76.135264,2,130.0671854,9,1
340,2115142947,43.0336021,-76.0889669,2,138.0716956,7,1
340,416634221,43.0541697,-76.1763318,2,135.818582,5,1
340,2036232036,43.035144,-76.2016703,2,138.4223216,2,1
340,2104956626,43.0296034,-76.1130214,2,132.9951287,9,1
340,911197627,43.0759791,-76.1921536,2,150.0944967,-1,1
340,322467625,43.0808091,-76.1430746,2,129.502118,4,1
340,521980981,43.0378337,-76.1273114,2,130.9609129,7,1
340,1622096084,43.0781493,-76.1469284,2,137.1288393,4,1
340,523396853,43.0830847,-76.1219367,2,123.0907171,3,1
340,546341251,43.0790965,-76.1521016,2,135.2887871,4,1
340,815549835,43.05587,-76.1299921,2,125.9484709,6,1
340,1507836548,43.0508059,-76.1990383,2,138.3694424,5,1
350,585502488,43.04563,-76.2045867,2,138.0716956,5,1
350,521980981,43.0378337,-76.1251026,2,130.2570162,7,1
350,744686981,43.0481715,-76.2002172,2,138.706514,5,1
350,1951079064,43.0332993,-76.1294231,2,131.3174759,6,1
350,851561491,43.0462089,-76.1704126,2,130.9657375,6,1
350,1749556632,43.0450955,-76.1650335,2,138.5854755,6,1
350,416634221,43.0541697,-76.1741224,2,136.3971586,5,1
350,911197627,43.0743588,-76.1921536,2,150.0298926,-1,1
350,114289102,43.0409602,-76.0522958,2,96.64727528,1,1
350,787966097,43.0359918,-76.1133961,2,136.3688862,6,1
350,1012225358,43.0092475,-76.1260717,2,127.9415915,8,1
350,265356802,43.0649077,-76.1892694,2,131.1546133,4,1
350,1617690466,43.0789855,-76.1530837,2,134.867351,6,1
350,1775389493,43.0079643,-76.1340505,2,126.4430117,8,1
350,1421881662,43.0802486,-76.1102309,2,134.9870056,3,1
360,1749556632,43.0463917,-76.1652544,2,138.6259468,6,1
360,2036232036,43.0327136,-76.2007868,2,138.4457548,2,1
360,473993455,43.0402389,-76.1049007,2,132.178553,7,1
360,1976414238,43.0378565,-76.1101676,2,135.4739115,7,1
360,858753684,43.0514021,-76.2342131,2,130.5839487,2,1
360,658706793,43.0568326,-76.0482638,2,135.8221416,1,1
360,546341251,43.0790965,-76.1476809,2,137.3980132,4,1
360,1403364132,43.0787604,-76.1584883,2,131.8039422,4,1
360,787966097,43.0343716,-76.1133961,2,137.0378645,9,1
360,1951079064,43.031679,-76.1294231,2,132.9951287,6,1
360,772591671,43.0474016,-76.1831657,2,135.0343214,6,1
360,1266341860,43.0363784,-76.076865,2,135.0782763,1,1
360,1622096084,43.0781493,-76.1425079,2,139.0964757,4,1
360,519579207,43.0357103,-76.1301049,2,130.9609129,9,1
360,114289102,43.0409602,-76.0545048,2,96.64727528,1,1
370,858753684,43.0514021,-76.2320038,2,130.5242062,2,1
370,1354056424,43.0382352,-76.0523194,2,101.1341116,1,1
370,2104956626,43.0247427,-76.1130214,2,127.1999678,9,1
370,1255638182,43.0788017,-76.1668481,2,148.053831,-1,1
370,55810988,43.0414113,-76.041467,2,125.2745506,1,1
370,521980981,43.0378337,-76.1206849,2,138.8207527,7,1
370,523396853,43.0830847,-76.1153053,2,130.3954374,3,1
370,834884859,43.0763042,-76.1807197,2,149.1583247,-1,1
370,890606833,43.0646482,-76.1216644,2,128.3544208,3,1
370,416634221,43.0541697,-76.1697036,2,137.4825064,5,1
370,618463036,43.0196674,-76.1109907,2,115.1012173,9,1
370,519579207,43.0340901,-76.1301049,2,130.2570162,9,1
370,1012225358,43.006007,-76.1260717,2,122.1237135,8,1
370,728303221,43.0376473,-76.081766,2,137.3853207,7,1
370,1617690466,43.0789855,-76.1486631,2,134.4753677,6,1
375,618463036,43.0190193,-76.1112115,2,111.6195502,9,-1
380,2128945693,43.0625936,-76.1237961,2,129.1068863,3,1
380,834884859,43.0763042,-76.1785095,2,148.9574051,-1,1
380,772591671,43.0485357,-76.1853749,2,135.651329,6,1
380,546341251,43.0790965,-76.1432603,2,139.2953931,4,1
380,455830167,43.0541474,-76.1959192,2,139.0741852,5,1
380,1788412196,43.0796581,-76.1265285,2,133.9720293,7,1
380,658706793,43.0576427,-76.0511361,2,136.3138541,1,1
380,2053287062,43.0650018,-76.1354964,2,123.8301402,3,1
380,820783258,43.0246854,-76.1280428,2,134.9181306,9,1
380,2036232036,43.0319035,-76.1976948,2,138.8378024,0,1
380,684224920,43.0739276,-76.1911555,2,149.9346317,-1,1
380,465141599,43.0757637,-76.1169656,2,127.9415915,3,1
380,851561491,43.0462089,-76.17704,2,133.3403709,6,1
380,1354056424,43.0382352,-76.0545282,2,101.1341116,1,1
380,1266341860,43.0363784,-76.0812826,2,137.5430949,1,1
384,1775389493,43.0026174,-76.1342713,2,117.6163754,8,-1
390,259635189,43.0225494,-76.1363682,2,138.5854755,9,1
390,473993455,43.0402389,-76.1115275,2,133.9301418,7,1
390,35106144,43.079149,-76.1465249,2,129.1068863,3,1
390,1976414238,43.0329957,-76.1101676,2,135.6781752,9,1
390,2053287062,43.0633816,-76.1354964,2,126.7050529,3,1
390,523396853,43.0830847,-76.1111054,2,133.7551437,3,1
390,261426765,43.0831348,-76.1609744,2,139.9410463,5,1
390,371324596,43.041375,-76.0635833,2,122.0002165,1,1
390,55810988,43.0446518,-76.041467,2,126.4430117,1,1
390,114289102,43.0409602,-76.0611316,2,117.6163754,1,1
390,728303221,43.0376472,-76.0861836,2,136.0562626,7,1
390,1363963344,43.0442006,-76.2267534,2,135.6781752,2,1
390,546341251,43.0790965,-76.14105,2,130.1650115,4,1
390,858753684,43.0514021,-76.2275852,2,130.5242062,2,1
390,1788412196,43.079496,-76.1247603,2,133.5556626,7,1
390,1421881662,43.0755499,-76.1080206,2,135.6926436,3,1
400,1012225358,43.0011462,-76.1260717,2,101.1341116,8,1
400,1403364132,43.0787604,-76.1496471,2,136.3688862,4,1
400,1859557018,43.0829584,-76.1850935,2,134.4974567,5,1
400,519579207,43.0292293,-76.1301049,2,135.168912,6,1
400,261426765,43.0831348,-76.1587639,2,147.0716863,-1,1
400,820783258,43.0214449,-76.1280428,2,133.620216,9,1
400,1617690466,43.0789855,-76.1420322,2,134.1091762,6,1
400,521980981,43.0378337,-76.1140584,2,135.168912,6,1
400,2053287062,43.0617613,-76.1354964,2,129.0588537,3,1
400,523396853,43.0814645,-76.1111054,2,134.0946495,3,1
400,939175052,43.0797712,-76.150184,2,134.9670802,6,1
400,815549835,43.062189,-76.1255726,2,129.7042679,3,1
400,288496331,43.0538589,-76.1939084,2,138.0957673,4,1
400,1421881662,43.0739296,-76.1080206,2,135.6926436,3,1
400,1507836548,43.0540464,-76.1910845,2,130.8834753,5,1
400,1354056424,43.0382352,-76.0589459,2,111.6195502,1,1
410,465141599,43.0757637,-76.110556,2,133.577763,3,1
410,684224920,43.0690669,-76.1911555,2,149.7522647,-1,1
410,810999410,43.0201426,-76.1363863,2,138.2273728,9,1
410,728303221,43.0376472,-76.0906013,2,134.9870056,7,1
410,261426765,43.0831348,-76.1565534,2,146.8426827,-1,1
410,911197627,43.0646373,-76.1921536,2,130.5491322,5,1
410,2115142947,43.0336021,-76.1044277,2,136.327634,9,1
410,1668724686,43.0508736,-76.199966,2,138.3694424,5,1
410,288496331,43.0538589,-76.1958969,2,138.9001279,4,1
410,2049631195,43.0748684,-76.0956644,2,138.059643,7,1
410,265356802,43.0551862,-76.1892694,2,135.5399176,4,1
410,114289102,43.0409602,-76.0655495,2,125.2745506,1,1
410,473993455,43.0402389,-76.1159453,2,135.5764436,7,1
410,523396853,43.0798442,-76.1111054,2,134.3215255,3,1
410,1698547961,43.0380735,-76.1231125,2,129.5398437,7,1
410,371324596,43.041375,-76.0680012,2,127.8890558,1,1
420,523396853,43.078224,-76.1111054,2,133.9052856,3,1
420,2049631195,43.0732481,-76.0956644,2,136.9331095,7,1
420,2115142947,43.0336021,-76.1066363,2,136.327634,9,1
420,13150083,43.0545724,-76.179309,2,134.8530415,5,1
420,1752982410,43.0376995,-76.117177,2,133.276654,6,1
420,546341251,43.0790965,-76.134419,2,132.5276189,4,1
420,521980981,43.0349172,-76.1138375,2,136.1891753,6,1
420,1323522851,43.0339228,-76.1052703,2,136.3138541,9,1
420,416634221,43.0541697,-76.1586565,2,135.8364512,6,1
420,265356802,43.0551862,-76.1912579,2,136.0069509,4,1
420,55810988,43.0495126,-76.041467,2,130.5035611,1,1
420,1507836548,43.0540464,-76.1866657,2,132.489053,5,1
420,1354056424,43.0382352,-76.0633636,2,122.1237135,1,1
420,684224920,43.0674466,-76.1911555,2,139.7875492,2,1
420,455830167,43.0549575,-76.1884071,2,132.0260286,5,1
420,473993455,43.0402389,-76.1181542,2,136.4441779,7,1
430,465141599,43.0725232,-76.110556,2,133.577763,3,1
430,261426765,43.0831348,-76.1521325,2,146.3766695,-1,1
430,1507836548,43.0540464,-76.1844563,2,133.2232661,5,1
430,2036232036,43.0265566,-76.194161,2,134.3215255,0,1
430,1788412196,43.073015,-76.1247603,2,131.1382439,7,1
430,851561491,43.0478291,-76.1847721,2,135.6546951,6,1
430,772591671,43.0509661,-76.1917817,2,135.502349,2,1
430,1409843691,43.037298,-76.1321574,2,136.539448,8,1
430,322467625,43.0808091,-76.1231812,2,134.7163113,6,1
430,1421881662,43.0690689,-76.1080206,2,135.8221416,3,1
430,2053287062,43.0569006,-76.1354964,2,134.3215255,3,1
430,2049631195,43.0716279,-76.0956644,2,135.6926436,7,1
430,787966097,43.0230297,-76.1133961,2,124.5808366,9,1
430,911197627,43.0613968,-76.1921536,2,130.5491322,5,1
430,1617690466,43.0789855,-76.1354012,2,134.0560127,6,1
430,35106144,43.079149,-76.1376836,2,119.5999386,3,1
430,2753353,43.0374097,-76.1343989,2,132.6129144,9,1
440,190544091,43.0773379,-76.1860701,2,149.6882296,-1,1
440,288496331,43.0519145,-76.19899,2,130.5491322,4,1
440,1363963344,43.0442006,-76.2157081,2,137.1288393,2,1
440,1323522851,43.0339228,-76.1096877,2,136.3138541,9,1
440,890606833,43.0533065,-76.1216644,2,138.0716956,3,1
440,546341251,43.0790965,-76.1299984,2,133.9144559,4,1
440,1617690466,43.0789855,-76.1331909,2,134.0407832,6,1
440,2049631195,43.0700076,-76.0956644,2,134.3215255,7,1
440,1788412196,43.0713948,-76.1247603,2,130.5192152,7,1
440,13150083,43.0545724,-76.1748901,2,136.0687644,5,1
440,1698547961,43.0380734,-76.116486,2,137.3853207,7,1
440,371324596,43.041375,-76.0746281,2,133.5607429,1,1
440,815549835,43.062189,-76.1167338,2,133.5351711,3,1
440,521980981,43.0316767,-76.1138375,2,137.6927816,6,1
440,465141599,43.070903,-76.110556,2,133.577763,3,1
440,519579207,43.0227482,-76.1301049,2,135.4739115,9,1
450,546341251,43.0790965,-76.1277881,2,134.5634999,4,1
450,2753353,43.0374097,-76.1388165,2,133.610903,9,1
450,1622096084,43.0781493,-76.1226153,2,135.7017307,4,1
