Time_Step,UAV_ID,Latitude,Longitude,Signal_strength,Current_Basestation,Finished,Trajectory
10.0,1829063256.0,43.0360012,-76.1298418,100000.0,27.0,1.0,-1.0
10.0,78057064.0,43.0437567,-76.2526727,100000.0,36.0,1.0,-1.0
10.0,97109121.0,43.037141600000005,-76.12857340000001,100000.0,22.0,1.0,-1.0
10.0,1256945272.0,43.073787599999996,-76.18206040000001,100000.0,15.0,1.0,-1.0
11.0,1829063256.0,43.035734600000005,-76.1294262,100000.0,27.0,1.0,-1.0
11.0,1595342449.0,43.037141299999995,-76.13062690000001,100000.0,22.0,1.0,-1.0
11.0,399946122.0,43.072836200000005,-76.180438,100000.0,15.0,1.0,-1.0
11.0,97109121.0,43.036842,-76.1282018,100000.0,22.0,1.0,-1.0
11.0,993459652.0,43.045681,-76.2483253,100000.0,36.0,1.0,-1.0
11.0,78057064.0,43.043617499999996,-76.2521541,100000.0,36.0,1.0,-1.0
11.0,1256945272.0,43.073384499999996,-76.18211490000002,100000.0,15.0,1.0,-1.0
12.0,1829063256.0,43.035467,-76.1290115,100000.0,27.0,1.0,-1.0
12.0,247897501.0,43.0380406,-76.1316365,100000.0,6.0,1.0,-1.0
12.0,1595342449.0,43.0367463,-76.1305047,100000.0,22.0,1.0,-1.0
12.0,78057064.0,43.0434781,-76.25163559999999,100000.0,36.0,1.0,-1.0
12.0,993459652.0,43.0456096,-76.2477817,100000.0,36.0,1.0,-1.0
12.0,399946122.0,43.072433700000005,-76.1805003,100000.0,15.0,1.0,-1.0
12.0,1256945272.0,43.0729815,-76.1821694,100000.0,15.0,1.0,-1.0
12.0,97109121.0,43.0365416,-76.1278314,100000.0,22.0,1.0,-1.0
13.0,1595342449.0,43.0363511,-76.130383,100000.0,22.0,1.0,-1.0
13.0,1829063256.0,43.0351986,-76.128598,100000.0,27.0,1.0,-1.0
13.0,993459652.0,43.0455382,-76.24723809999999,100000.0,36.0,1.0,-1.0
13.0,1256945272.0,43.072578299999996,-76.18222370000001,100000.0,15.0,1.0,-1.0
13.0,247897501.0,43.037789200000006,-76.1312034,100000.0,6.0,1.0,-1.0
13.0,78057064.0,43.0433386,-76.2511171,100000.0,36.0,1.0,-1.0
13.0,97109121.0,43.036240299999996,-76.1274622,100000.0,22.0,1.0,-1.0
13.0,399946122.0,43.072031200000005,-76.1805625,100000.0,15.0,1.0,-1.0
14.0,1595342449.0,43.035956,-76.1302617,100000.0,12.0,1.0,-1.0
14.0,97109121.0,43.0359383,-76.1270943,100000.0,22.0,1.0,-1.0
14.0,399946122.0,43.0716287,-76.1806245,100000.0,15.0,1.0,-1.0
14.0,1829063256.0,43.034929299999995,-76.1281856,100000.0,6.0,1.0,-1.0
14.0,247897501.0,43.0375371,-76.13077129999999,100000.0,6.0,1.0,-1.0
14.0,1256945272.0,43.072175200000004,-76.1822778,100000.0,15.0,1.0,-1.0
14.0,1166378568.0,43.0384129,-76.133614,100000.0,27.0,1.0,-1.0
14.0,78057064.0,43.043199,-76.25059870000001,100000.0,24.0,1.0,-1.0
14.0,993459652.0,43.045466600000005,-76.24669449999999,100000.0,24.0,1.0,-1.0
15.0,97109121.0,43.0356354,-76.1267277,100000.0,6.0,1.0,-1.0
15.0,1256945272.0,43.071772100000004,-76.18233190000001,100000.0,15.0,1.0,-1.0
15.0,1075360851.0,43.035408200000006,-76.0258515,100000.0,19.0,1.0,-1.0
15.0,78057064.0,43.0430592,-76.2500804,100000.0,24.0,1.0,-1.0
15.0,247897501.0,43.037284,-76.1303401,100000.0,6.0,1.0,-1.0
15.0,1314232983.0,43.0511408,-76.2434692,100000.0,24.0,1.0,-1.0
15.0,1166378568.0,43.0386126,-76.1331335,100000.0,27.0,1.0,-1.0
15.0,1595342449.0,43.035560700000005,-76.13014090000001,100000.0,6.0,1.0,-1.0
15.0,993459652.0,43.045395,-76.2461509,100000.0,24.0,1.0,-1.0
15.0,399946122.0,43.071226200000005,-76.1806863,100000.0,15.0,1.0,-1.0
15.0,1829063256.0,43.034659000000005,-76.1277742,100000.0,6.0,1.0,-1.0
16.0,399946122.0,43.070823700000005,-76.18074809999999,100000.0,15.0,1.0,-1.0
16.0,78057064.0,43.04291920000001,-76.24956209999999,100000.0,24.0,1.0,-1.0
16.0,993459652.0,43.04532329999999,-76.2456074,100000.0,24.0,1.0,-1.0
16.0,97109121.0,43.0353316,-76.1263624,100000.0,6.0,1.0,-1.0
16.0,1314232983.0,43.051157,-76.2429173,100000.0,24.0,1.0,-1.0
16.0,247897501.0,43.0370301,-76.1299099,100000.0,6.0,1.0,-1.0
16.0,1829063256.0,43.0343879,-76.127364,100000.0,6.0,1.0,-1.0
16.0,1595342449.0,43.0351654,-76.1300204,100000.0,6.0,1.0,-1.0
16.0,1166378568.0,43.038812799999995,-76.1326535,100000.0,27.0,1.0,-1.0
16.0,1256945272.0,43.071369,-76.1823858,100000.0,15.0,1.0,-1.0
16.0,1075360851.0,43.035253999999995,-76.02636209999999,100000.0,19.0,1.0,-1.0
17.0,1829063256.0,43.0341157,-76.12695500000001,100000.0,6.0,1.0,-1.0
17.0,1256945272.0,43.0709659,-76.1824396,100000.0,15.0,1.0,-1.0
17.0,247897501.0,43.036775299999995,-76.1294806,100000.0,6.0,1.0,-1.0
17.0,1166378568.0,43.0390136,-76.13217390000001,100000.0,27.0,1.0,-1.0
17.0,993459652.0,43.0452516,-76.2450638,100000.0,24.0,1.0,-1.0
17.0,1075360851.0,43.0350995,-76.02687259999999,100000.0,19.0,1.0,-1.0
17.0,1595342449.0,43.03477,-76.12990040000001,100000.0,6.0,1.0,-1.0
17.0,1314232983.0,43.0511732,-76.24236540000001,100000.0,24.0,1.0,-1.0
17.0,97109121.0,43.035027,-76.1259985,100000.0,6.0,1.0,-1.0
17.0,399946122.0,43.070421100000004,-76.18080970000001,100000.0,15.0,1.0,-1.0
17.0,78057064.0,43.042779100000004,-76.249044,100000.0,24.0,1.0,-1.0
18.0,247897501.0,43.0365196,-76.1290523,100000.0,6.0,1.0,-1.0
18.0,1595342449.0,43.03437460000001,-76.12978079999999,100000.0,6.0,1.0,-1.0
18.0,1314232983.0,43.0511894,-76.2418135,100000.0,24.0,1.0,-1.0
18.0,1166378568.0,43.0392149,-76.1316946,100000.0,27.0,1.0,-1.0
18.0,1075360851.0,43.0349449,-76.0273829,100000.0,19.0,1.0,-1.0
18.0,1829063256.0,43.03384260000001,-76.1265472,100000.0,6.0,1.0,-1.0
18.0,97109121.0,43.0347215,-76.1256359,100000.0,6.0,1.0,-1.0
18.0,78057064.0,43.0426389,-76.2485259,100000.0,24.0,1.0,-1.0
18.0,1256945272.0,43.0705627,-76.18249329999999,100000.0,15.0,1.0,-1.0
18.0,993459652.0,43.045179700000006,-76.2445203,100000.0,24.0,1.0,-1.0
18.0,399946122.0,43.0700186,-76.18087109999999,100000.0,15.0,1.0,-1.0
19.0,1166378568.0,43.039416700000004,-76.13121579999999,100000.0,27.0,1.0,-1.0
19.0,1256945272.0,43.070159600000004,-76.1825469,100000.0,15.0,1.0,-1.0
19.0,78057064.0,43.0424985,-76.2480078,100000.0,24.0,1.0,-1.0
19.0,399946122.0,43.069615999999996,-76.1809324,100000.0,15.0,1.0,-1.0
19.0,1075360851.0,43.03479,-76.02789320000001,100000.0,19.0,1.0,-1.0
19.0,1829063256.0,43.033568599999995,-76.1261406,100000.0,6.0,1.0,-1.0
19.0,993459652.0,43.0451078,-76.2439768,100000.0,24.0,1.0,-1.0
19.0,247897501.0,43.036263,-76.128625,100000.0,6.0,1.0,-1.0
19.0,97109121.0,43.034415,-76.1252748,100000.0,6.0,1.0,-1.0
19.0,1595342449.0,43.0339791,-76.12966170000001,100000.0,6.0,1.0,-1.0
19.0,1314232983.0,43.0512056,-76.24126159999999,100000.0,24.0,1.0,-1.0
20.0,1314232983.0,43.0512218,-76.24070970000001,100000.0,24.0,1.0,-1.0
20.0,993459652.0,43.045035799999994,-76.24343329999999,100000.0,24.0,1.0,-1.0
20.0,1595342449.0,43.0335835,-76.129543,100000.0,6.0,1.0,-1.0
20.0,97109121.0,43.03410770000001,-76.1249151,100000.0,6.0,1.0,-1.0
20.0,247897501.0,43.0360055,-76.1281988,100000.0,6.0,1.0,-1.0
20.0,399946122.0,43.069213399999995,-76.1809936,100000.0,15.0,1.0,-1.0
20.0,1256945272.0,43.0697564,-76.1826003,100000.0,15.0,1.0,-1.0
20.0,1075360851.0,43.034634999999994,-76.0284033,100000.0,19.0,1.0,-1.0
20.0,1166378568.0,43.039619099999996,-76.1307375,100000.0,27.0,1.0,-1.0
20.0,1829063256.0,43.0332935,-76.1257353,100000.0,6.0,1.0,-1.0
20.0,78057064.0,43.0423579,-76.2474899,100000.0,24.0,1.0,-1.0
21.0,97109121.0,43.0337994,-76.1245569,100000.0,6.0,1.0,-1.0
21.0,247897501.0,43.035747,-76.1277736,100000.0,6.0,1.0,-1.0
21.0,1595342449.0,43.0331878,-76.1294247,100000.0,6.0,1.0,-1.0
21.0,1075360851.0,43.03447979999999,-76.02891329999999,100000.0,19.0,1.0,-1.0
21.0,1256945272.0,43.0693532,-76.1826537,100000.0,15.0,1.0,-1.0
21.0,1829063256.0,43.0330174,-76.1253313,100000.0,6.0,1.0,-1.0
21.0,993459652.0,43.044963700000004,-76.24288990000001,100000.0,24.0,1.0,-1.0
21.0,78057064.0,43.0422172,-76.246972,100000.0,24.0,1.0,-1.0
21.0,1166378568.0,43.039821999999994,-76.1302595,100000.0,27.0,1.0,-1.0
21.0,399946122.0,43.0688109,-76.1810546,100000.0,15.0,1.0,-1.0
21.0,1314232983.0,43.051238,-76.24015779999999,100000.0,36.0,1.0,-1.0
22.0,78057064.0,43.0420764,-76.2464543,100000.0,24.0,1.0,-1.0
22.0,97109121.0,43.0334902,-76.1242002,100000.0,6.0,1.0,-1.0
22.0,247897501.0,43.035487599999996,-76.12734959999999,100000.0,6.0,1.0,-1.0
22.0,1595342449.0,43.0327921,-76.1293068,100000.0,6.0,1.0,-1.0
22.0,1829063256.0,43.0327402,-76.12492859999999,100000.0,6.0,1.0,-1.0
22.0,1075360851.0,43.034324299999994,-76.02942320000001,100000.0,19.0,1.0,-1.0
22.0,1256945272.0,43.06895,-76.1827069,100000.0,15.0,1.0,-1.0
22.0,1314232983.0,43.0512543,-76.2396059,100000.0,36.0,1.0,-1.0
22.0,1166378568.0,43.0400255,-76.1297821,100000.0,27.0,1.0,-1.0
22.0,993459652.0,43.0448916,-76.2423464,100000.0,24.0,1.0,-1.0
22.0,399946122.0,43.0684083,-76.1811155,100000.0,15.0,1.0,-1.0
23.0,247897501.0,43.0352271,-76.1269267,100000.0,6.0,1.0,-1.0
23.0,1075360851.0,43.0341687,-76.029933,100000.0,19.0,1.0,-1.0
23.0,1595342449.0,43.0323963,-76.12918940000002,100000.0,6.0,1.0,-1.0
23.0,1829063256.0,43.032462,-76.1245273,100000.0,6.0,1.0,-1.0
23.0,1314232983.0,43.0512706,-76.23905409999999,100000.0,36.0,1.0,-1.0
23.0,399946122.0,43.0680057,-76.1811762,100000.0,15.0,1.0,-1.0
23.0,1256945272.0,43.0685469,-76.18275990000001,100000.0,15.0,1.0,-1.0
23.0,78057064.0,43.04193529999999,-76.2459366,100000.0,24.0,1.0,-1.0
23.0,993459652.0,43.044819399999994,-76.241803,100000.0,24.0,1.0,-1.0
23.0,1166378568.0,43.040229499999995,-76.129305,100000.0,27.0,1.0,-1.0
23.0,97109121.0,43.03318,-76.12384509999998,100000.0,6.0,1.0,-1.0
24.0,399946122.0,43.067603000000005,-76.18123680000001,100000.0,15.0,1.0,-1.0
24.0,1166378568.0,43.0404342,-76.1288284,100000.0,27.0,1.0,-1.0
24.0,1314232983.0,43.0512869,-76.2385022,100000.0,36.0,1.0,-1.0
24.0,1829063256.0,43.03218270000001,-76.1241274,100000.0,6.0,1.0,-1.0
24.0,1256945272.0,43.0681437,-76.1828129,100000.0,15.0,1.0,-1.0
24.0,1075360851.0,43.03401289999999,-76.03044270000001,100000.0,19.0,1.0,-1.0
24.0,993459652.0,43.0447471,-76.24125959999999,100000.0,24.0,1.0,-1.0
24.0,247897501.0,43.0349657,-76.12650490000001,100000.0,6.0,1.0,-1.0
24.0,97109121.0,43.032868900000004,-76.1234916,100000.0,6.0,1.0,-1.0
24.0,1595342449.0,43.032000399999994,-76.12907249999999,100000.0,6.0,1.0,-1.0
24.0,78057064.0,43.041794200000005,-76.2454189,100000.0,24.0,1.0,-1.0
25.0,993459652.0,43.0446747,-76.2407162,100000.0,24.0,1.0,-1.0
25.0,399946122.0,43.0672004,-76.1812972,100000.0,15.0,1.0,-1.0
25.0,1166378568.0,43.040639399999996,-76.12835229999999,100000.0,27.0,1.0,-1.0
25.0,1829063256.0,43.031902200000005,-76.123729,100000.0,6.0,1.0,-1.0
25.0,1256945272.0,43.0677405,-76.1828657,100000.0,15.0,1.0,-1.0
25.0,247897501.0,43.0347032,-76.1260843,100000.0,6.0,1.0,-1.0
25.0,97109121.0,43.0325567,-76.1231397,100000.0,6.0,1.0,-1.0
25.0,78057064.0,43.0416528,-76.2449014,100000.0,24.0,1.0,-1.0
25.0,1595342449.0,43.0316045,-76.128956,100000.0,6.0,1.0,-1.0
25.0,1075360851.0,43.033856899999996,-76.0309523,100000.0,19.0,1.0,-1.0
25.0,2022833337.0,43.0370869,-76.133986,100000.0,27.0,1.0,-1.0
25.0,1314232983.0,43.0513032,-76.23795030000001,100000.0,36.0,1.0,-1.0
26.0,1166378568.0,43.04084520000001,-76.1278767,100000.0,27.0,1.0,-1.0
26.0,2022833337.0,43.0368278,-76.1335614,100000.0,27.0,1.0,-1.0
26.0,1314232983.0,43.0513195,-76.2373984,100000.0,36.0,1.0,-1.0
26.0,399946122.0,43.066797799999996,-76.18135749999999,100000.0,15.0,1.0,-1.0
26.0,1256945272.0,43.067337200000004,-76.1829184,100000.0,15.0,1.0,-1.0
26.0,97109121.0,43.0322435,-76.12278959999999,100000.0,6.0,1.0,-1.0
26.0,1595342449.0,43.0312084,-76.1288399,100000.0,6.0,1.0,-1.0
26.0,1829063256.0,43.031620700000005,-76.1233321,100000.0,6.0,1.0,-1.0
26.0,247897501.0,43.03443970000001,-76.125665,100000.0,6.0,1.0,-1.0
26.0,993459652.0,43.04460220000001,-76.2401728,100000.0,36.0,1.0,-1.0
26.0,78057064.0,43.0415114,-76.2443839,100000.0,36.0,1.0,-1.0
26.0,1075360851.0,43.033700700000004,-76.0314618,100000.0,19.0,1.0,-1.0
27.0,399946122.0,43.0663951,-76.1814177,100000.0,15.0,1.0,-1.0
27.0,1166378568.0,43.0410516,-76.1274015,100000.0,27.0,1.0,-1.0
27.0,1829063256.0,43.0313379,-76.12293670000001,100000.0,6.0,1.0,-1.0
27.0,2022833337.0,43.036568,-76.1331378,100000.0,27.0,1.0,-1.0
27.0,1314232983.0,43.0513359,-76.2368465,100000.0,36.0,1.0,-1.0
27.0,78057064.0,43.041369700000004,-76.24386659999999,100000.0,36.0,1.0,-1.0
27.0,1595342449.0,43.0308124,-76.12872440000001,100000.0,6.0,1.0,-1.0
27.0,1075360851.0,43.033544299999996,-76.03197109999999,100000.0,19.0,1.0,-1.0
27.0,247897501.0,43.0341751,-76.12524690000001,100000.0,6.0,1.0,-1.0
27.0,97109121.0,43.031929299999994,-76.1224411,100000.0,6.0,1.0,-1.0
27.0,993459652.0,43.044529700000005,-76.2396295,100000.0,36.0,1.0,-1.0
27.0,1256945272.0,43.066934,-76.182971,100000.0,15.0,1.0,-1.0
28.0,1256945272.0,43.066530799999995,-76.18302340000001,100000.0,15.0,1.0,-1.0
28.0,1166378568.0,43.0412586,-76.12692690000002,100000.0,22.0,1.0,-1.0
28.0,1609183561.0,43.0453059,-76.2464503,100000.0,36.0,1.0,-1.0
28.0,1595342449.0,43.0304162,-76.1286092,100000.0,6.0,1.0,-1.0
28.0,1961623615.0,43.077510600000004,-76.1739848,100000.0,15.0,1.0,-1.0
28.0,247897501.0,43.0339094,-76.1248301,100000.0,6.0,1.0,-1.0
28.0,399946122.0,43.0659924,-76.1814777,100000.0,15.0,1.0,-1.0
28.0,1314232983.0,43.051352200000004,-76.2362947,100000.0,36.0,1.0,-1.0
28.0,1075360851.0,43.0333876,-76.03248029999999,100000.0,19.0,1.0,-1.0
28.0,2022833337.0,43.0363073,-76.1327152,100000.0,27.0,1.0,-1.0
28.0,993459652.0,43.0444571,-76.2390862,100000.0,36.0,1.0,-1.0
28.0,1829063256.0,43.031054,-76.1225429,100000.0,6.0,1.0,-1.0
28.0,97109121.0,43.031614000000005,-76.12209449999999,100000.0,6.0,1.0,-1.0
28.0,78057064.0,43.041227899999996,-76.2433493,100000.0,36.0,1.0,-1.0
29.0,993459652.0,43.0443843,-76.2385429,100000.0,36.0,1.0,-1.0
29.0,1166378568.0,43.041466299999996,-76.1264527,100000.0,22.0,1.0,-1.0
29.0,1075360851.0,43.0332308,-76.0329894,100000.0,19.0,1.0,-1.0
29.0,1314232983.0,43.051368599999996,-76.2357428,100000.0,36.0,1.0,-1.0
29.0,1829063256.0,43.0307688,-76.12215079999999,100000.0,6.0,1.0,-1.0
29.0,1609183561.0,43.045227399999995,-76.2459085,100000.0,36.0,1.0,-1.0
29.0,1961623615.0,43.0771544,-76.1737219,100000.0,15.0,1.0,-1.0
29.0,399946122.0,43.0655898,-76.1815375,100000.0,15.0,1.0,-1.0
29.0,1256945272.0,43.0661275,-76.1830758,100000.0,15.0,1.0,-1.0
29.0,247897501.0,43.0336426,-76.1244147,100000.0,6.0,1.0,-1.0
29.0,2022833337.0,43.0360457,-76.1322936,100000.0,27.0,1.0,-1.0
29.0,1595342449.0,43.03002,-76.1284946,100000.0,6.0,1.0,-1.0
29.0,97109121.0,43.0312976,-76.1217497,100000.0,6.0,1.0,-1.0
29.0,78057064.0,43.041086,-76.2428321,100000.0,36.0,1.0,-1.0
30.0,701286696.0,43.0406315,-76.0370322,100000.0,19.0,1.0,-1.0
30.0,2022833337.0,43.0357833,-76.131873,100000.0,27.0,1.0,-1.0
30.0,1595342449.0,43.0296236,-76.1283804,100000.0,6.0,1.0,-1.0
30.0,1314232983.0,43.051384999999996,-76.2351909,100000.0,36.0,1.0,-1.0
30.0,1609183561.0,43.045148700000006,-76.2453667,100000.0,36.0,1.0,-1.0
30.0,1829063256.0,43.0304824,-76.1217603,100000.0,6.0,1.0,-1.0
30.0,1075360851.0,43.0330738,-76.0334984,100000.0,19.0,1.0,-1.0
30.0,78057064.0,43.040943799999994,-76.24231490000001,100000.0,36.0,1.0,-1.0
30.0,399946122.0,43.0651871,-76.18159720000001,100000.0,15.0,1.0,-1.0
30.0,247897501.0,43.0333746,-76.12400059999999,100000.0,6.0,1.0,-1.0
30.0,1166378568.0,43.04167460000001,-76.1259791,100000.0,22.0,1.0,-1.0
30.0,993459652.0,43.0443116,-76.2379996,100000.0,36.0,1.0,-1.0
30.0,97109121.0,43.0309801,-76.1214068,100000.0,6.0,1.0,-1.0
30.0,1256945272.0,43.0657243,-76.183128,100000.0,15.0,1.0,-1.0
30.0,1251460762.0,43.037821,-76.1300223,100000.0,22.0,1.0,-1.0
30.0,1961623615.0,43.0767979,-76.1734594,100000.0,15.0,1.0,-1.0
31.0,399946122.0,43.0647844,-76.1816568,100000.0,15.0,1.0,-1.0
31.0,1256945272.0,43.065321000000004,-76.18318000000001,100000.0,15.0,1.0,-1.0
31.0,1961623615.0,43.0764414,-76.1731972,100000.0,15.0,1.0,-1.0
31.0,247897501.0,43.0331055,-76.1235879,100000.0,6.0,1.0,-1.0
31.0,1595342449.0,43.029227299999995,-76.1282667,100000.0,6.0,1.0,-1.0
31.0,1829063256.0,43.0301947,-76.12137159999999,100000.0,6.0,1.0,-1.0
31.0,1075360851.0,43.0329166,-76.0340073,100000.0,19.0,1.0,-1.0
31.0,78057064.0,43.0408016,-76.24179790000001,100000.0,36.0,1.0,-1.0
31.0,701286696.0,43.0404815,-76.03754520000001,100000.0,19.0,1.0,-1.0
31.0,1314232983.0,43.051401399999996,-76.234639,100000.0,36.0,1.0,-1.0
31.0,993459652.0,43.0442387,-76.2374564,100000.0,36.0,1.0,-1.0
31.0,1251460762.0,43.0380496,-76.12956640000002,100000.0,22.0,1.0,-1.0
31.0,1592707599.0,43.0489526,-76.24860079999999,100000.0,36.0,1.0,-1.0
31.0,1609183561.0,43.04507,-76.244825,100000.0,36.0,1.0,-1.0
31.0,1166378568.0,43.041883500000004,-76.12550590000001,100000.0,22.0,1.0,-1.0
31.0,2022833337.0,43.0355199,-76.13145340000001,100000.0,27.0,1.0,-1.0
31.0,97109121.0,43.0306615,-76.1210659,100000.0,6.0,1.0,-1.0
31.0,537948624.0,43.0378723,-76.1347822,100000.0,27.0,1.0,-1.0
32.0,1314232983.0,43.0514179,-76.23408719999999,100000.0,36.0,1.0,-1.0
32.0,1422377054.0,43.037432,-76.13227509999999,100000.0,27.0,1.0,-1.0
32.0,1075360851.0,43.0327591,-76.034516,100000.0,19.0,1.0,-1.0
32.0,1166378568.0,43.0420931,-76.1250333,100000.0,22.0,1.0,-1.0
32.0,78057064.0,43.0406591,-76.2412809,100000.0,36.0,1.0,-1.0
32.0,1829063256.0,43.0299057,-76.1209848,100000.0,6.0,1.0,-1.0
32.0,1251460762.0,43.038278600000005,-76.1291109,100000.0,22.0,1.0,-1.0
32.0,2022833337.0,43.0352557,-76.1310348,100000.0,27.0,1.0,-1.0
32.0,537948624.0,43.037664500000005,-76.1352562,100000.0,27.0,1.0,-1.0
32.0,1595342449.0,43.028830799999994,-76.1281535,100000.0,6.0,1.0,-1.0
32.0,1592707599.0,43.048862899999996,-76.2480623,100000.0,36.0,1.0,-1.0
32.0,247897501.0,43.0328351,-76.1231767,100000.0,6.0,1.0,-1.0
32.0,399946122.0,43.064381700000006,-76.1817162,100000.0,15.0,1.0,-1.0
32.0,97109121.0,43.0303417,-76.12072690000001,100000.0,6.0,1.0,-1.0
32.0,1961623615.0,43.0760847,-76.1729354,100000.0,15.0,1.0,-1.0
32.0,701286696.0,43.0403313,-76.03805809999999,100000.0,19.0,1.0,-1.0
32.0,993459652.0,43.0441657,-76.2369131,100000.0,36.0,1.0,-1.0
32.0,1609183561.0,43.04499129999999,-76.24428329999999,100000.0,36.0,1.0,-1.0
32.0,1256945272.0,43.064917799999996,-76.18323199999999,100000.0,15.0,1.0,-1.0
33.0,78057064.0,43.040516499999995,-76.240764,100000.0,36.0,1.0,-1.0
33.0,1829063256.0,43.029615299999996,-76.12059980000001,100000.0,6.0,1.0,-1.0
33.0,1256945272.0,43.0645145,-76.1832838,100000.0,15.0,1.0,-1.0
33.0,247897501.0,43.0325635,-76.1227671,100000.0,6.0,1.0,-1.0
33.0,1251460762.0,43.0385081,-76.12865579999999,100000.0,22.0,1.0,-1.0
33.0,1595342449.0,43.0284343,-76.1280407,100000.0,6.0,1.0,-1.0
33.0,1075360851.0,43.0326015,-76.0350247,100000.0,19.0,1.0,-1.0
33.0,537948624.0,43.0374564,-76.13573000000001,100000.0,27.0,1.0,-1.0
33.0,1314232983.0,43.0514343,-76.2335353,100000.0,36.0,1.0,-1.0
33.0,2022833337.0,43.0349906,-76.1306174,100000.0,22.0,1.0,-1.0
33.0,1422377054.0,43.03716,-76.13186590000001,100000.0,22.0,1.0,-1.0
33.0,399946122.0,43.0639789,-76.1817754,100000.0,15.0,1.0,-1.0
33.0,1609183561.0,43.0449124,-76.24374159999999,100000.0,36.0,1.0,-1.0
33.0,1592707599.0,43.048773,-76.2475237,100000.0,36.0,1.0,-1.0
33.0,97109121.0,43.030020799999996,-76.1203901,100000.0,6.0,1.0,-1.0
33.0,1961623615.0,43.075727799999996,-76.172674,100000.0,15.0,1.0,-1.0
33.0,1166378568.0,43.0423033,-76.1245613,100000.0,22.0,1.0,-1.0
33.0,993459652.0,43.0440927,-76.2363699,100000.0,36.0,1.0,-1.0
33.0,701286696.0,43.040181,-76.0385708,100000.0,19.0,1.0,-1.0
34.0,1314232983.0,43.0514508,-76.23298340000001,100000.0,36.0,1.0,-1.0
34.0,1075360851.0,43.0324436,-76.0355332,100000.0,19.0,1.0,-1.0
34.0,1251460762.0,43.038738,-76.12820119999999,100000.0,22.0,1.0,-1.0
34.0,78057064.0,43.0403737,-76.2402473,100000.0,36.0,1.0,-1.0
34.0,1256945272.0,43.0641112,-76.1833355,100000.0,15.0,1.0,-1.0
34.0,537948624.0,43.037247799999996,-76.13620340000001,100000.0,27.0,1.0,-1.0
34.0,1166378568.0,43.04251420000001,-76.1240898,100000.0,12.0,1.0,-1.0
34.0,247897501.0,43.0322907,-76.122359,100000.0,6.0,1.0,-1.0
34.0,701286696.0,43.0400304,-76.03908349999999,100000.0,19.0,1.0,-1.0
34.0,993459652.0,43.0440196,-76.2358267,100000.0,36.0,1.0,-1.0
34.0,2022833337.0,43.0347245,-76.1302011,100000.0,22.0,1.0,-1.0
34.0,399946122.0,43.06357620000001,-76.1818345,100000.0,15.0,1.0,-1.0
34.0,1961623615.0,43.0753708,-76.17241290000001,100000.0,15.0,1.0,-1.0
34.0,1609183561.0,43.0448335,-76.24319990000001,100000.0,36.0,1.0,-1.0
34.0,1829063256.0,43.029323600000005,-76.1202168,100000.0,6.0,1.0,-1.0
34.0,97109121.0,43.0296986,-76.1200554,100000.0,6.0,1.0,-1.0
34.0,1595342449.0,43.028037700000006,-76.12792840000002,100000.0,6.0,1.0,-1.0
34.0,1592707599.0,43.0486831,-76.24698520000001,100000.0,36.0,1.0,-1.0
34.0,1422377054.0,43.0368872,-76.1314577,100000.0,22.0,1.0,-1.0
