TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished,Trajectory
191,209603302,43.0751726,-76.1734022,4,124.5010089,7,1,-1
191,111042374,43.0730627,-76.1675036,4,122.299302,7,1,-1
192,1707145787,43.0599017,-76.1609506,4,999,-1,1,-1
192,1708706542,43.0249098,-76.0751636,4,136.205166,2,1,-1
192,209603302,43.0750256,-76.1733094,4,124.204491,7,1,-1
192,1259606363,43.0342345,-76.1289658,4,132.7226042,1,1,-1
192,410348847,43.0496175,-76.2440634,4,138.571542,9,1,-1
192,1053069655,43.047264,-76.2105199,4,135.435738,9,1,-1
192,2017403124,43.0767113,-76.1773304,4,128.260207,7,1,-1
192,60575480,43.0379693,-76.208394,4,135.911201,4,1,-1
192,212808922,43.0415947,-76.1226667,4,130.1844178,1,1,-1
192,1073997727,43.0369009,-76.1323202,4,128.8119694,1,1,-1
193,923988192,43.0460869,-76.214372,4,135.3632801,9,1,-1
193,1062290486,43.0497117,-76.2555215,4,999,-1,1,-1
193,998966060,43.0416699,-76.2236735,4,135.0844919,4,1,-1
193,724554501,43.0443811,-76.2248864,4,136.1874027,9,1,-1
193,2008179199,43.0220343,-76.125824,4,134.5509993,8,1,-1
193,799714932,43.0155653,-76.127287,4,133.8971929,8,1,-1
193,1599347416,43.0608266,-76.1785131,4,999,-1,1,-1
193,111042374,43.0727739,-76.1673032,4,121.9807313,7,1,-1
193,1728781563,43.0777255,-76.1786598,4,130.0184533,7,1,-1
193,1691499641,43.0767735,-76.1493432,4,999,-1,1,-1
194,799714932,43.0154069,-76.1272408,4,133.8600071,8,1,-1
194,2017403124,43.0764307,-76.1771093,4,127.7936841,7,1,-1
194,2038277750,43.0315581,-76.1243767,4,136.1414238,1,1,-1
194,1947862555,43.0115769,-76.1346339,4,133.745317,0,2,1
194,1053069655,43.0471796,-76.2100933,4,135.6232492,9,1,-1
194,757675095,43.0577691,-76.14675,4,133.9352865,1,1,-1
194,60575480,43.0378207,-76.2080014,4,999,-1,1,-1
194,1259606363,43.0340422,-76.1286102,4,132.9994613,1,1,-1
194,127265642,43.0437923,-76.1068119,4,131.8522623,5,1,-1
194,203254937,43.0696478,-76.169593,4,109.9451472,7,1,-1
195,2017403124,43.0762903,-76.1769988,4,127.5540586,7,1,-1
195,757675095,43.0576568,-76.1465907,4,133.7882958,1,1,-1
195,17496181,43.0260938,-76.1166838,4,132.6562848,8,1,-1
195,72524579,43.0100244,-76.1304129,4,131.3678895,0,1,-1
195,799714932,43.0152484,-76.1271948,4,136.0704234,0,1,-1
195,1691499641,43.0767081,-76.1489102,4,132.7504347,3,1,-1
195,2100319622,43.0326439,-76.1454174,4,134.8800361,1,1,-1
195,1712600425,43.0679865,-76.1708671,4,99.1738901,7,2,1
195,111042374,43.0724849,-76.1671031,4,121.6901085,7,1,-1
195,1826034804,43.0237243,-76.0585537,4,999,-1,1,-1
196,2017403124,43.07615,-76.1768884,4,127.3099823,7,1,-1
196,1712600425,43.0678829,-76.1706972,4,101.1101235,7,2,1
196,1062290486,43.0495459,-76.2548985,4,999,-1,1,-1
196,111042374,43.0723404,-76.1670031,4,121.556718,7,1,-1
196,1244504141,43.0402315,-76.1274966,4,999,-1,1,-1
196,2030645982,43.0198512,-76.062445,4,999,-1,1,-1
196,1259606363,43.0338493,-76.1282553,4,133.272938,1,1,-1
196,373889326,43.0244702,-76.0540994,4,999,-1,1,-1
196,1826034804,43.0236733,-76.0587633,4,999,-1,1,-1
196,528871576,43.0561339,-76.1848079,4,134.9200353,7,1,-1
197,1917919405,43.0676604,-76.1567145,4,130.9849325,7,1,-1
197,2100319622,43.0325109,-76.1458202,4,135.0953199,1,1,-1
197,2030645982,43.0197953,-76.0626522,4,999,-1,1,-1
197,1712600425,43.0677791,-76.1705275,4,102.8063469,7,2,1
197,1826034804,43.0236223,-76.0589729,4,999,-1,1,-1
197,1737904745,43.0498588,-76.1580108,4,136.132043,1,1,-1
197,724554501,43.0440913,-76.224096,4,136.3470491,9,1,-1
197,60575480,43.0375975,-76.2074128,4,136.1100025,4,1,-1
197,111042374,43.0721959,-76.1669032,4,121.4320402,7,1,-1
197,2038277750,43.0312272,-76.1238913,4,138.4435072,8,1,-1
198,17496181,43.0257058,-76.1162848,4,132.1581513,8,1,-1
198,923988192,43.0458935,-76.2132994,4,135.7292677,9,1,-1
198,757675095,43.0573194,-76.1461135,4,133.3374111,1,1,-1
198,1947862555,43.0109289,-76.1346439,4,133.1738449,0,2,1
198,2038277750,43.0311165,-76.12373,4,136.6127519,1,1,-1
198,519169945,43.0257416,-76.11253,4,130.9713948,8,1,-1
198,1707145787,43.0590239,-76.1603811,4,132.5237195,7,1,-1
198,2100319622,43.0324442,-76.1460215,4,135.202507,1,1,-1
198,212808922,43.0421469,-76.1215759,4,130.7823972,1,1,-1
198,1062290486,43.0494352,-76.2544832,4,999,-1,1,-1
199,38604237,43.0499272,-76.1200758,4,131.730036,1,1,-1
199,60575480,43.0374484,-76.2070205,4,136.1960593,4,1,-1
199,1073997727,43.0357912,-76.1320006,4,999,-1,1,-1
199,757675095,43.0572069,-76.1459546,4,133.1836907,1,1,-1
199,2038277750,43.0310057,-76.1235689,4,136.7283513,1,1,-1
199,1053069655,43.0469682,-76.209027,4,136.0913329,9,1,-1
199,2008179199,43.0210902,-76.125508,4,133.9795987,8,1,-1
199,17496181,43.0255759,-76.1161527,4,131.987734,8,1,-1
199,1728781563,43.077105,-76.177639,4,128.8671686,7,1,-1
199,528871576,43.0556503,-76.1848742,4,135.2712987,7,1,-1
200,2038277750,43.0308946,-76.1234081,4,136.8430789,1,1,-1
200,1708706542,43.0247285,-76.0769129,4,135.8746598,2,1,-1
200,127265642,43.0441892,-76.105602,4,130.9718975,5,1,-1
200,724554501,43.0438736,-76.2235035,4,136.4766494,9,1,-1
200,373889326,43.0243829,-76.0549747,4,999,-1,1,-1
200,1712600425,43.0674677,-76.1700185,4,106.898234,7,2,1
200,72524579,43.0092154,-76.1303531,4,130.4347653,0,1,-1
200,757675095,43.0570942,-76.1457958,4,133.0281938,1,1,-1
200,1947862555,43.0106048,-76.1346488,4,132.880142,0,2,1
200,1259606363,43.0334617,-76.1275472,4,133.8095761,1,1,-1
201,111042374,43.0716176,-76.1665043,4,121.0313584,7,1,-1
201,185673337,43.0369763,-76.1346249,4,128.3781041,1,1,-1
201,2008179199,43.0207752,-76.1254039,4,133.7920332,8,1,-1
201,1737904745,43.0492562,-76.1576856,4,135.8513584,1,1,-1
201,923988192,43.0457772,-76.2126559,4,135.9545414,9,1,-1
201,528871576,43.0553279,-76.1849182,4,135.5020307,7,1,-1
201,1259606363,43.0333644,-76.1273706,4,999,-1,1,-1
201,1062290486,43.049269,-76.2538604,4,999,-1,1,-1
201,799714932,43.0142971,-76.126922,4,133.6467466,8,1,-1
201,998966060,43.0414341,-76.2219358,4,134.9497541,4,1,-1
202,1424164685,43.0273221,-76.1598126,4,999,-1,1,-1
202,2008179199,43.0206177,-76.125352,4,133.6989642,8,1,-1
202,1053069655,43.0468411,-76.2083873,4,999,-1,1,-1
202,1917919405,43.0670765,-76.1559486,4,131.6709598,7,1,-1
202,748676519,43.0304103,-76.0590644,4,139.6815106,2,1,-1
202,1062290486,43.0492136,-76.2536528,4,999,-1,1,-1
202,724554501,43.0437283,-76.2231086,4,136.5674513,9,1,-1
202,1712600425,43.0672598,-76.1696794,4,109.0613006,7,2,1
202,72524579,43.0088918,-76.1303297,4,130.042325,0,1,-1
202,2030645982,43.0195148,-76.063688,4,999,-1,1,-1
202,1599347416,43.0593802,-76.1787664,4,129.5876885,7,1,-1
203,1691499641,43.0764449,-76.1471789,4,131.3760289,3,1,-1
203,1826034804,43.0233151,-76.06023,4,999,-1,1,-1
203,998966060,43.0413751,-76.2215015,4,134.930136,4,1,-1
203,127265642,43.0443906,-76.1049988,4,130.5192514,5,1,-1
203,17496181,43.0250536,-76.1156299,4,131.282584,8,1,-1
203,2017403124,43.0751667,-76.1761174,4,125.4615161,7,1,-1
203,212808922,43.0426109,-76.1206705,4,131.3081205,1,1,-1
203,1712600425,43.0671558,-76.16951,4,122.0236916,7,2,1
203,1053069655,43.0467987,-76.2081741,4,136.4640208,9,1,-1
203,2100319622,43.0321101,-76.1470275,4,135.7333867,1,1,-1
204,724554501,43.0435828,-76.2227138,4,136.6542331,4,1,-1
204,2100319622,43.0320431,-76.1472286,4,135.8384749,1,1,-1
204,1073997727,43.0349982,-76.1317745,4,131.2197306,1,1,-1
204,519169945,43.0250298,-76.1116275,4,999,-1,1,-1
204,1728781563,43.0765868,-76.1767895,4,127.8423202,7,1,-1
204,998966060,43.0413455,-76.2212843,4,134.922481,4,1,-1
204,1244504141,43.041229,-76.126368,4,127.3587653,1,1,-1
204,1737904745,43.048804,-76.1574426,4,135.6468201,1,1,-1
204,1712600425,43.0670517,-76.1693406,4,110.91961,7,2,1
204,799714932,43.0138211,-76.1267879,4,133.5819217,8,1,-1
204,2030645982,43.0194023,-76.0641022,4,999,-1,1,-1
205,38604237,43.0507842,-76.1194501,4,132.4793785,1,1,-1
205,1826034804,43.0232124,-76.0606489,4,999,-1,1,-1
205,1691499641,43.0763788,-76.1467461,4,131.0085239,3,1,-1
205,923988192,43.0456219,-76.211798,4,136.2601589,9,1,-1
205,1244504141,43.0413542,-76.1262278,4,127.3703686,1,1,-1
205,528871576,43.054683,-76.185006,4,135.9552468,7,1,-1
205,1712600425,43.0669476,-76.1691713,4,111.7588879,7,2,1
205,2038277750,43.0303365,-76.1226077,4,137.4040043,1,1,-1
205,757675095,43.0565299,-76.1450031,4,132.2226136,1,1,-1
205,127265642,43.044526,-76.1045974,4,130.2131396,5,1,-1
206,127265642,43.044594,-76.1043969,4,130.0588423,5,1,-1
206,410348847,43.0491205,-76.2410456,4,137.5887357,9,1,-1
206,373889326,43.0242517,-76.0562876,4,999,-1,1,-1
206,923988192,43.045583,-76.2115835,4,136.3373505,9,1,-1
206,2100319622,43.0319088,-76.1476307,4,136.0474891,1,1,-1
206,17496181,43.0246587,-76.1152435,4,130.7271658,8,1,-1
206,1244504141,43.0414795,-76.1260877,4,127.3863295,1,1,-1
206,1073997727,43.034681,-76.1316846,4,131.5811235,1,1,-1
206,724554501,43.0434372,-76.2223191,4,136.5597442,4,1,-1
206,1424164685,43.0270241,-76.160597,4,999,-1,1,-1
206,72524579,43.0082446,-76.1302838,4,129.2208833,0,1,-1
207,1062290486,43.0489361,-76.252615,4,999,-1,1,-1
207,1259606363,43.0327771,-76.1263146,4,134.7152849,1,1,-1
207,1244504141,43.0416049,-76.1259479,4,127.4066139,1,1,-1
207,1424164685,43.0269493,-76.1607929,4,999,-1,1,-1
207,212808922,43.0429847,-76.1199487,4,131.7404796,1,1,-1
207,528871576,43.0543605,-76.1850497,4,999,-1,1,-1
207,1917919405,43.0664913,-76.1551845,4,137.467282,3,1,-1
207,1708706542,43.0245692,-76.0784434,4,135.6406611,2,1,-1
207,2038277750,43.0301118,-76.1222894,4,137.3668777,8,1,-1
207,1826034804,43.0231095,-76.0610677,4,999,-1,1,-1
208,1707145787,43.0575587,-76.1594378,4,138.9463957,1,1,-1
208,72524579,43.007921,-76.1302613,4,128.7903512,0,1,-1
208,2030645982,43.0191767,-76.0649302,4,999,-1,1,-1
208,373889326,43.0242079,-76.0567252,4,999,-1,1,-1
208,724554501,43.0432915,-76.2219245,4,136.4683781,4,1,-1
208,1975941981,43.0464075,-76.2499976,4,999,-1,1,-1
208,111042374,43.0706046,-76.1658084,4,120.7735362,7,1,-1
208,2038277750,43.0299992,-76.1221307,4,137.2541528,8,1,-1
208,1708706542,43.0245464,-76.0786621,4,135.6118382,2,1,-1
208,1947862555,43.0093087,-76.1346682,4,131.6490555,0,2,1
208,127265642,43.0447309,-76.1039964,4,133.9109206,2,1,-1
209,17496181,43.0242611,-76.1148625,4,130.1466954,8,1,-1
209,38604237,43.0513575,-76.1190378,4,132.9719846,1,1,-1
209,1244504141,43.0418561,-76.1256688,4,127.4599765,1,1,-1
209,1424164685,43.0267996,-76.1611847,4,999,-1,1,-1
209,1712600425,43.0658271,-76.169766,4,126.7564764,7,1,-1
209,410348847,43.0490136,-76.240399,4,137.3831988,9,1,-1
209,373889326,43.024186,-76.056944,4,999,-1,1,-1
209,127265642,43.0447997,-76.1037964,4,129.5913053,5,1,-1
209,1691499641,43.0762461,-76.1458808,4,130.2408864,3,1,-1
209,1259606363,43.03258,-76.125964,4,134.9662826,1,1,-1
210,748676519,43.0299202,-76.0607001,4,139.1596791,2,1,-1
210,1244504141,43.0419819,-76.1255296,4,127.4929458,1,1,-1
210,1424164685,43.0267246,-76.1613804,4,999,-1,1,-1
210,1728781563,43.0759636,-76.1757718,4,126.5284504,7,1,-1
210,1708706542,43.0245007,-76.0790994,4,135.5578168,2,1,-1
210,1712600425,43.065725,-76.1695944,4,127.4998553,7,1,-1
210,519169945,43.0242929,-76.1107635,4,128.8053194,8,1,-1
210,209603302,43.0723755,-76.1716483,4,117.5516921,7,1,-1
210,17496181,43.0241279,-76.1147367,4,129.9472367,8,1,-1
210,2038277750,43.0297732,-76.121814,4,137.0257313,8,1,-1
210,2017403124,43.0741822,-76.1753493,4,123.3110643,7,1,-1
211,757675095,43.0558505,-76.1440548,4,131.1880144,1,1,-1
211,2017403124,43.0740414,-76.1752398,4,122.9731987,7,1,-1
211,799714932,43.0127095,-76.1264809,4,133.4964688,8,1,-1
211,1947862555,43.0088226,-76.1346752,4,131.1630389,0,2,1
211,1712600425,43.0656229,-76.1694229,4,115.3271496,7,1,-1
211,1707145787,43.0571186,-76.1591563,4,134.4465347,7,1,-1
211,519169945,43.0241672,-76.1106241,4,128.6077753,8,1,-1
211,2030645982,43.0190071,-76.065551,4,999,-1,1,-1
211,2100319622,43.0315721,-76.148635,4,136.5629052,1,1,-1
211,212808922,43.043361,-76.1192292,4,132.1793272,1,1,-1
211,1975941981,43.046237,-76.2493769,4,999,-1,1,-1
212,1737904745,43.0475971,-76.156798,4,135.1324474,1,1,-1
212,1062290486,43.0486581,-76.2515774,4,999,-1,1,-1
212,1712600425,43.0655207,-76.1692514,4,115.9121942,7,1,-1
212,72524579,43.0072737,-76.1302174,4,127.8852831,0,1,-1
212,748676519,43.0297972,-76.0611088,4,139.0304231,2,1,-1
212,1073997727,43.0337289,-76.1314166,4,132.6088479,1,1,-1
212,185673337,43.0359851,-76.1326057,4,129.9620008,1,1,-1
212,998966060,43.0411084,-76.2195469,4,134.9134161,4,1,-1
212,2030645982,43.0189505,-76.0657579,4,999,-1,1,-1
212,38604237,43.0517885,-76.1187313,4,133.3367368,1,1,-1
212,876748580,43.0773042,-76.1796508,4,999,-1,1,-1
213,799714932,43.0123917,-76.1263948,4,133.4894105,8,1,-1
213,212808922,43.04355,-76.1188704,4,132.400202,1,1,-1
213,2038277750,43.0294328,-76.1213411,4,136.6754004,8,1,-1
213,757675095,43.0556235,-76.1437395,4,130.8248851,1,1,-1
213,1917919405,43.0657873,-76.1542701,4,133.1337673,7,1,-1
213,111042374,43.0698804,-76.1653133,4,134.7882206,7,1,-1
213,1244504141,43.0423599,-76.125113,4,127.6161984,1,1,-1
213,2017403124,43.0737599,-76.175021,4,122.2705001,7,1,-1
213,724554501,43.0429267,-76.2209383,4,136.2546213,4,1,-1
213,1707145787,43.0568251,-76.1589691,4,134.7202594,7,1,-1
213,876748580,43.0771429,-76.1796713,4,129.8180748,7,1,-1
214,38604237,43.0520763,-76.1185283,4,133.5774056,1,1,-1
214,1599347416,43.0574514,-76.1791003,4,131.7562134,7,1,-1
214,1073997727,43.0334114,-76.1313279,4,132.9341808,1,1,-1
214,1947862555,43.0083366,-76.1346821,4,130.6631421,0,2,1
214,209603302,43.0717858,-76.1712816,4,115.6508709,7,1,-1
214,1244504141,43.0424862,-76.1249746,4,127.6651336,1,1,-1
214,1712600425,43.0653162,-76.1689086,4,117.0140332,7,1,-1
214,17496181,43.0235918,-76.1142403,4,129.1169566,8,1,-1
214,528871576,43.0532318,-76.1852019,4,136.9353485,7,1,-1
214,1259606363,43.0320841,-76.1250907,4,135.5789204,1,1,-1
214,212808922,43.0436448,-76.1186912,4,132.5108502,1,1,-1
215,72524579,43.0067882,-76.1301853,4,127.1639623,0,1,-1
215,1975941981,43.0460093,-76.2485496,4,999,-1,1,-1
215,876748580,43.0768202,-76.1797122,4,129.4899725,7,1,-1
215,2038277750,43.0292047,-76.1210274,4,136.4364925,8,1,-1
215,2008179199,43.0185676,-76.1246931,4,132.5542836,8,1,-1
215,1599347416,43.0572907,-76.1791279,4,131.9231805,7,1,-1
215,1691499641,43.0760459,-76.1445831,4,139.3646794,7,1,-1
215,757675095,43.0553962,-76.1434245,4,130.4518365,1,1,-1
215,799714932,43.0120737,-76.1263094,4,133.3570687,0,1,-1
215,1053069655,43.046288,-76.2056162,4,137.564288,9,1,-1
215,2030645982,43.0187803,-76.0663785,4,999,-1,1,-1
216,998966060,43.0409895,-76.2186784,4,134.9436669,4,1,-1
216,1244504141,43.0427391,-76.1246983,4,127.7742438,1,1,-1
216,876748580,43.0766589,-76.1797326,4,129.3246783,7,1,-1
216,72524579,43.0066263,-76.1301747,4,126.9146559,0,1,-1
216,2008179199,43.0184097,-76.1246436,4,132.473025,8,1,-1
216,1826034804,43.0226444,-76.0629514,4,999,-1,1,-1
216,17496181,43.0233217,-76.1139963,4,128.6808101,8,1,-1
216,60575480,43.0361752,-76.2036908,4,137.0528742,4,1,-1
216,923988192,43.045193,-76.2094394,4,137.1210833,9,1,-1
216,757675095,43.0552825,-76.1432672,4,130.2614297,1,1,-1
216,1708706542,43.0243635,-76.0804111,4,135.42582,2,1,-1
217,1947862555,43.0078505,-76.1346889,4,130.1490791,0,2,1
217,998966060,43.0409597,-76.2184612,4,134.9548163,4,1,-1
217,2017403124,43.0731964,-76.1745842,4,120.7428412,7,1,-1
217,876748580,43.0764976,-76.1797529,4,129.1586152,7,1,-1
217,60575480,43.0360999,-76.2034952,4,137.1090893,4,1,-1
217,1728781563,43.0752346,-76.1745865,4,124.8768359,7,1,-1
217,410348847,43.0487279,-76.2386751,4,136.8496012,9,1,-1
217,1712600425,43.0650091,-76.1683947,4,118.5185346,7,1,-1
217,799714932,43.0117557,-76.1262248,4,133.0537072,0,1,-1
217,1062290486,43.0483796,-76.2505401,4,999,-1,1,-1
217,923988192,43.0451539,-76.209225,4,137.2002479,9,1,-1
218,1062290486,43.0483239,-76.2503327,4,999,-1,1,-1
218,1805793580,43.0370039,-76.1326875,4,128.7578762,1,1,-1
218,212808922,43.0440255,-76.1179761,4,136.8044487,5,1,-1
218,38604237,43.0526531,-76.1181253,4,134.0522677,1,1,-1
218,209603302,43.0711958,-76.1709157,4,113.6023547,7,1,-1
218,1073997727,43.0327764,-76.1311514,4,133.5614643,1,1,-1
218,528871576,43.0525868,-76.1852882,4,137.3537897,7,1,-1
218,2038277750,43.0288609,-76.120559,4,136.0696929,8,1,-1
218,519169945,43.0232596,-76.1096977,4,127.1298165,8,1,-1
218,2017403124,43.0730555,-76.1744751,4,120.3319371,7,1,-1
218,1599347416,43.0568084,-76.1792106,4,132.4127225,7,1,-1
219,209603302,43.0710483,-76.1708244,4,113.0760435,7,1,-1
219,38604237,43.0527976,-76.1180253,4,134.1695723,1,1,-1
219,1917919405,43.0650815,-76.1533584,4,133.8978471,7,1,-1
219,1708706542,43.0242948,-76.081067,4,139.6762324,8,1,-1
219,1737904745,43.0465398,-76.1562382,4,999,-1,1,-1
219,799714932,43.0114375,-76.126141,4,132.7435501,0,1,-1
219,998966060,43.0409001,-76.218027,4,134.9813706,4,1,-1
219,1259606363,43.0315837,-76.1242223,4,138.7189541,8,1,-1
219,203254937,43.0663282,-76.1664272,4,119.4205006,7,2,1
219,2008179199,43.0179359,-76.1244961,4,138.1072046,0,1,-1
219,1599347416,43.0566476,-76.1792381,4,132.5722417,7,1,-1
220,528871576,43.0522643,-76.1853312,4,999,-1,1,-1
220,1244504141,43.0432463,-76.1241484,4,128.0345844,1,1,-1
220,2030645982,43.0184958,-76.0674122,4,999,-1,1,-1
220,1708706542,43.0242719,-76.0812856,4,135.3639049,2,1,-1
220,1053069655,43.0460742,-76.2045508,4,138.0122194,9,1,-1
220,1728781563,43.0749216,-76.1740793,4,124.1318956,7,1,-1
220,748676519,43.0293037,-76.0627426,4,138.5208349,2,1,-1
220,1691499641,43.0758779,-76.143502,4,127.8620524,3,1,-1
220,1259606363,43.031483,-76.1240492,4,136.2867808,1,1,-1
220,1599347416,43.0564869,-76.1792656,4,132.7299903,7,1,-1
220,185673337,43.0352542,-76.1311463,4,131.1230477,1,1,-1
221,2017403124,43.0726325,-76.1741484,4,119.0177434,7,1,-1
221,1947862555,43.0072025,-76.1346978,4,129.441343,0,2,1
221,876748580,43.0758522,-76.1798343,4,128.4877772,7,1,-1
221,209603302,43.0707531,-76.1706419,4,112.0243652,7,1,-1
221,1728781563,43.0748172,-76.1739103,4,123.879195,7,1,-1
221,1599347416,43.0563261,-76.179293,4,132.8860033,7,1,-1
221,799714932,43.0111193,-76.1260579,4,132.4263076,0,1,-1
221,1259606363,43.0313822,-76.1238763,4,138.5190734,8,1,-1
221,771271574,43.045473,-76.2496949,4,999,-1,1,-1
221,2008179199,43.0176198,-76.1243986,4,132.0866824,8,1,-1
221,1917919405,43.0648458,-76.1530551,4,134.1467454,7,1,-1
222,1691499641,43.0758105,-76.1430696,4,127.3787123,3,1,-1
222,203254937,43.0659285,-76.16605,4,134.3308147,7,2,1
222,1244504141,43.0435007,-76.1238747,4,128.1840668,1,1,-1
222,998966060,43.0408106,-76.2173756,4,135.0317036,4,1,-1
222,111042374,43.0685753,-76.1644261,4,121.9940882,7,1,-1
222,1424164685,43.0258173,-76.1637243,4,999,-1,1,-1
222,410348847,43.0485488,-76.2375978,4,136.530037,9,1,-1
222,1599347416,43.0561653,-76.1793205,4,133.0403146,7,1,-1
222,127265642,43.0457193,-76.1012128,4,127.5102057,5,1,-1
222,1062290486,43.0481006,-76.2495031,4,999,-1,1,-1
222,1053069655,43.0459885,-76.2041247,4,138.1893789,9,1,-1
222,724554501,43.0422678,-76.2191647,4,135.928867,4,1,-1
223,757675095,43.0544842,-76.1421686,4,128.8493265,1,1,-1
223,1691499641,43.0757767,-76.1428534,4,127.1301525,3,1,-1
223,212808922,43.044505,-76.1170859,4,133.5065551,1,1,-1
223,1424164685,43.0257411,-76.1639192,4,999,-1,1,-1
223,1259606363,43.0311799,-76.1235313,4,136.629909,1,1,-1
223,72524579,43.0054933,-76.1301037,4,125.0274891,0,1,-1
223,1073997727,43.0319823,-76.1309325,4,134.3053737,1,1,-1
223,373889326,43.0238782,-76.0600071,4,999,-1,1,-1
223,209603302,43.0704579,-76.1704596,4,123.1669328,7,1,-1
223,38604237,43.0533764,-76.1176279,4,133.9711094,5,1,-1
223,1728781563,43.0746082,-76.1735725,4,123.3680338,7,1,-1
224,2100319622,43.0306883,-76.1512412,4,137.8517156,1,1,-1
224,1708706542,43.02418,-76.08216,4,135.3235992,2,1,-1
224,724554501,43.042121,-76.2187709,4,135.8678206,4,1,-1
224,1691499641,43.0757429,-76.1426373,4,126.8767622,3,1,-1
224,185673337,43.0348855,-76.1304197,4,131.6947225,1,1,-1
224,1073997727,43.0318235,-76.130889,4,134.449194,1,1,-1
224,519169945,43.022431,-76.109006,4,125.6918287,8,1,-1
224,410348847,43.0484771,-76.237167,4,136.4059226,9,1,-1
224,60575480,43.0355719,-76.2021269,4,137.5163539,4,1,-1
224,1062290486,43.0479888,-76.2490884,4,999,-1,1,-1
224,1053069655,43.0459027,-76.2036986,4,138.3653344,9,1,-1
224,209603302,43.0703103,-76.1703685,4,110.5186784,7,1,-1
225,1917919405,43.0643737,-76.1524495,4,134.6356634,7,1,-1
225,1728781563,43.074399,-76.1732348,4,122.8504488,7,1,-1
225,1737904745,43.0456327,-76.1557616,4,134.4255923,1,1,-1
225,724554501,43.0420475,-76.218574,4,135.8389436,4,1,-1
225,2008179199,43.0169873,-76.1242059,4,131.8052721,8,1,-1
225,1805793580,43.0364967,-76.1340705,4,129.1560107,1,1,-1
225,1053069655,43.0458598,-76.2034856,4,138.4528512,9,1,-1
225,1073997727,43.0316646,-76.1308455,4,134.591445,1,1,-1
225,2100319622,43.0306198,-76.1514414,4,137.9476696,1,1,-1
225,17496181,43.0220876,-76.1129378,4,126.5113261,8,1,-1
225,185673337,43.034793,-76.1302384,4,131.836285,1,1,-1
226,1737904745,43.0454814,-76.1556824,4,134.3794288,1,1,-1
226,1917919405,43.0642556,-76.1522982,4,134.756034,7,1,-1
226,802714302,43.078023,-76.1823271,4,131.983779,7,1,-1
226,127265642,43.0460129,-76.1004251,4,132.1182991,2,1,-1
226,209603302,43.070015,-76.1701866,4,109.6417699,7,1,-1
226,1805793580,43.036424,-76.1342679,4,999,-1,1,-1
226,528871576,43.0512967,-76.1854595,4,138.160353,7,1,-1
226,519169945,43.0221399,-76.1088123,4,125.1633324,8,1,-1
226,1062290486,43.0478769,-76.2486737,4,999,-1,1,-1
226,1424164685,43.0255118,-76.1645034,4,999,-1,1,-1
226,203254937,43.065395,-76.165548,4,121.996349,7,2,1
226,2008179199,43.0168291,-76.1241581,4,131.73929,8,1,-1
227,1707145787,43.0547676,-76.1576668,4,136.4979152,7,1,-1
227,209603302,43.0698673,-76.1700957,4,109.2679055,7,1,-1
227,1053069655,43.0457739,-76.2030596,4,138.6269468,9,1,-1
227,799714932,43.0101638,-76.1258135,4,131.4289076,0,1,-1
227,38604237,43.053957,-76.1172351,4,135.086549,1,1,-1
227,1737904745,43.0453301,-76.1556033,4,134.334593,1,1,-1
227,748676519,43.0288697,-76.0641708,4,138.0884796,2,1,-1
227,528871576,43.0511355,-76.1854808,4,138.2584197,7,1,-1
227,2008179199,43.0166709,-76.1241106,4,131.675184,8,1,-1
227,410348847,43.0483694,-76.2365207,4,136.2242738,9,1,-1
227,1691499641,43.0756412,-76.1419889,4,126.0856353,3,1,-1
228,802714302,43.0778225,-76.1819798,4,131.6436053,7,1,-1
228,923988192,43.0447222,-76.2068674,4,138.0734034,9,1,-1
228,1707145787,43.0546204,-76.1575743,4,136.6164891,7,1,-1
228,1712600425,43.0638791,-76.166515,4,122.939349,7,1,-1
228,212808922,43.044989,-76.1162001,4,134.0545606,1,1,-1
228,38604237,43.0541024,-76.1171376,4,133.6161282,5,1,-1
228,410348847,43.0483334,-76.2363053,4,999,-1,1,-1
228,2100319622,43.0304139,-76.1520416,4,138.2327677,1,1,-1
228,72524579,43.004684,-76.130056,4,123.499191,0,1,-1
228,1062290486,43.047765,-76.2482591,4,999,-1,1,-1
228,373889326,43.0237679,-76.0611009,4,999,-1,1,-1
228,799714932,43.0100045,-76.1257734,4,131.2555646,0,1,-1
229,748676519,43.0287453,-76.0645787,4,137.9679858,2,1,-1
229,799714932,43.0098451,-76.1257336,4,131.0800675,0,1,-1
229,1728781563,43.0739802,-76.1725602,4,121.8044449,7,1,-1
229,2038277750,43.0275817,-76.1188674,4,134.6285287,8,1,-1
229,998966060,43.0406013,-76.2158559,4,135.1964964,4,1,-1
229,1737904745,43.0450275,-76.1554455,4,134.2490241,1,1,-1
229,212808922,43.0450863,-76.1160235,4,134.1633708,1,1,-1
229,1424164685,43.0252817,-76.1650869,4,999,-1,1,-1
229,2017403124,43.0715035,-76.1732798,4,127.5077716,7,1,-1
229,1244504141,43.0443952,-76.1229239,4,128.7927759,1,1,-1
229,771271574,43.0452255,-76.2479602,4,999,-1,1,-1
230,203254937,43.0648611,-76.165047,4,123.304461,7,2,1
230,1691499641,43.0755391,-76.1413407,4,139.7806279,3,1,-1
230,111042374,43.0674136,-76.1636418,4,123.3952155,7,1,-1
